Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
231	17-10-2025 19:21:09	20.26	2.36	0.43	84.0	88.0	95.0	20.39699	83.35581	7.68333	89.0	20.26	False	2.36	False	0.43	False
232	17-10-2025 19:21:09	18.87	7.44	-0.47	96.0	84.0	92.0	20.28375	68.48184	8.61333	90.66667	18.87	False	7.44	False	-0.47	False
233	17-10-2025 19:21:09	18.56	3.39	1.71	69.0	88.0	86.0	18.86705	79.64898	7.88667	81.0	18.56	False	3.39	False	1.71	False
234	17-10-2025 19:21:09	20.98	1.17	3.13	85.0	90.0	92.0	21.0126	86.80807	8.42667	89.0	20.98	False	1.17	False	3.13	False
235	17-10-2025 19:21:09	21.96	3.49	2.22	91.0	92.0	95.0	22.2356	80.96977	9.22333	92.66667	21.96	False	3.49	False	2.22	False
236	17-10-2025 19:21:09	20.96	3.15	2.33	86.0	87.0	97.0	21.19538	81.45319	8.81333	90.0	20.96	False	3.15	False	2.33	False
237	17-10-2025 19:21:09	21.29	1.06	1.26	87.0	87.0	97.0	21.31637	87.14968	7.87	90.33333	21.29	False	1.06	False	1.26	False
238	17-10-2025 19:21:09	20.36	0.68	-0.86	95.0	83.0	92.0	20.37135	88.0871	6.72667	90.0	20.36	False	0.68	False	-0.86	False
239	17-10-2025 19:21:09	19.29	2.51	-1.48	92.0	88.0	96.0	19.45261	82.58637	6.77333	92.0	19.29	False	2.51	False	-1.48	False
240	17-10-2025 19:21:09	17.83	1.67	-0.34	85.0	89.0	74.0	17.90804	84.64915	6.38667	82.66667	17.83	False	1.67	False	-0.34	False
241	17-10-2025 19:21:09	20.13	0.3	0.47	94.0	80.0	92.0	20.13223	89.14618	6.96667	88.66667	20.13	False	0.3	False	0.47	False
242	17-10-2025 19:21:09	21.44	2.15	-1.35	95.0	91.0	96.0	21.54753	84.27353	7.41333	94.0	21.44	False	2.15	False	-1.35	False
243	17-10-2025 19:21:09	21.34	1.06	-2.49	97.0	86.0	94.0	21.36631	87.15634	6.63667	92.33333	21.34	False	1.06	False	-2.49	False
244	17-10-2025 19:21:09	22.18	-0.77	-2.63	95.0	79.0	95.0	22.19336	91.98828	6.26	89.66667	22.18	False	-0.77	False	-2.63	False
245	17-10-2025 19:21:09	20.66	3.89	-2.22	95.0	90.0	91.0	21.02303	79.33682	7.44333	92.0	20.66	False	3.89	False	-2.22	False
246	17-10-2025 19:21:09	23.81	1.09	-2.61	95.0	81.0	95.0	23.83494	87.37888	7.43	90.33333	23.81	False	1.09	False	-2.61	False
247	17-10-2025 19:21:09	22.71	0.61	-2.06	89.0	87.0	92.0	22.71819	88.46138	7.08667	89.33333	22.71	False	0.61	False	-2.06	False
248	17-10-2025 19:21:09	23.41	1.58	-2.01	98.0	86.0	94.0	23.46326	86.13882	7.66	92.66667	23.41	False	1.58	False	-2.01	False
249	17-10-2025 19:21:09	22.96	1.64	-2.15	92.0	82.0	91.0	23.0185	85.91438	7.48333	88.33333	22.96	False	1.64	False	-2.15	False
250	17-10-2025 19:21:09	22.47	0.84	-2.27	94.0	72.0	89.0	22.4857	87.8591	7.01333	85.0	22.47	False	0.84	False	-2.27	False
251	17-10-2025 19:21:09	21.37	2.94	-2.29	95.0	84.0	95.0	21.57129	82.16665	7.34	91.33333	21.37	False	2.94	False	-2.29	False
252	17-10-2025 19:21:09	20.79	3.48	-2.26	96.0	91.0	94.0	21.07924	80.49746	7.33667	93.66667	20.79	False	3.48	False	-2.26	False
253	17-10-2025 19:21:09	21.69	2.45	-2.54	97.0	82.0	87.0	21.82793	83.55546	7.2	88.66667	21.69	False	2.45	False	-2.54	False
