Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
300	17-10-2025 19:27:31	12.65	-3.01	4.64	91.0	88.0	93.0	13.00318	103.38433	4.76	90.66667	12.65	False	-3.01	False	4.64	False
301	17-10-2025 19:27:32	14.4	-6.45	5.28	94.0	92.0	92.0	15.77854	114.1284	4.41	92.66667	14.4	False	-6.45	False	5.28	False
302	17-10-2025 19:27:32	13.87	-5.75	4.67	92.0	89.0	97.0	15.01464	112.51713	4.26333	92.66667	13.87	False	-5.75	False	4.67	False
303	17-10-2025 19:27:32	12.81	-8.03	3.15	90.0	91.0	89.0	15.11876	122.08171	2.64333	90.0	12.81	False	-8.03	False	3.15	False
304	17-10-2025 19:27:32	13.26	-7.22	2.09	90.0	89.0	90.0	15.09821	118.56806	2.71	89.66667	13.26	False	-7.22	False	2.09	False
305	17-10-2025 19:27:32	14.63	-5.52	0.79	93.0	89.0	94.0	15.63673	110.67184	3.3	92.0	14.63	False	-5.52	False	0.79	False
306	17-10-2025 19:27:32	16.84	-5.81	0.68	87.0	85.0	96.0	17.81409	109.03504	3.90333	89.33333	16.84	False	-5.81	False	0.68	False
307	17-10-2025 19:27:32	19.74	-6.77	0.26	90.0	81.0	97.0	20.86865	108.92984	4.41	89.33333	19.74	False	-6.77	False	0.26	False
308	17-10-2025 19:27:32	17.5	-4.84	-0.94	87.0	72.0	93.0	18.15697	105.45992	3.90667	84.0	17.5	False	-4.84	False	-0.94	False
309	17-10-2025 19:27:32	16.66	-1.27	-3.0	82.0	74.0	87.0	16.70834	94.35925	4.13	81.0	16.66	False	-1.27	False	-3.0	False
310	17-10-2025 19:27:32	19.51	-7.26	-0.53	80.0	81.0	88.0	20.817	110.41108	3.90667	83.0	19.51	False	-7.26	False	-0.53	False
311	17-10-2025 19:27:32	17.14	-5.8	-1.64	86.0	71.0	90.0	18.09474	108.69529	3.23333	82.33333	17.14	False	-5.8	False	-1.64	False
312	17-10-2025 19:27:32	19.47	-3.65	-2.45	93.0	65.0	87.0	19.80917	100.61788	4.45667	81.66667	19.47	False	-3.65	False	-2.45	False
313	17-10-2025 19:27:32	16.13	0.02	0.05	83.0	59.0	86.0	16.13001	89.92896	5.4	76.0	16.13	False	0.02	False	0.05	False
314	17-10-2025 19:27:32	15.99	-4.09	1.59	87.0	77.0	97.0	16.50479	104.34777	4.49667	87.0	15.99	False	-4.09	False	1.59	False
315	17-10-2025 19:27:32	15.03	-3.55	3.1	94.0	80.0	95.0	15.44355	103.28938	4.86	89.66667	15.03	False	-3.55	False	3.1	False
316	17-10-2025 19:27:32	16.05	-6.18	4.24	93.0	92.0	90.0	17.19869	111.05904	4.70333	91.66667	16.05	False	-6.18	False	4.24	False
317	17-10-2025 19:27:32	16.45	-6.68	4.68	89.0	90.0	98.0	17.75457	112.10104	4.81667	92.33333	16.45	False	-6.68	False	4.68	False
318	17-10-2025 19:27:32	14.52	-5.57	4.8	87.0	87.0	94.0	15.5517	110.98725	4.58333	89.33333	14.52	False	-5.57	False	4.8	False
319	17-10-2025 19:27:32	14.18	-4.06	4.03	92.0	88.0	94.0	14.74978	105.97741	4.71667	91.33333	14.18	False	-4.06	False	4.03	False
320	17-10-2025 19:27:32	14.93	-3.89	3.36	93.0	83.0	96.0	15.42845	104.60369	4.8	90.66667	14.93	False	-3.89	False	3.36	False
321	17-10-2025 19:27:32	16.01	-1.37	4.91	83.0	77.0	92.0	16.06851	94.89097	6.51667	84.0	16.01	False	-1.37	False	4.91	False
322	17-10-2025 19:27:32	16.56	-5.29	6.36	95.0	90.0	94.0	17.38441	107.71579	5.87667	93.0	16.56	False	-5.29	False	6.36	False
323	17-10-2025 19:27:32	17.25	-4.77	5.77	87.0	91.0	94.0	17.89736	105.45728	6.08333	90.66667	17.25	False	-4.77	False	5.77	False
324	17-10-2025 19:27:32	17.72	-5.49	5.39	90.0	91.0	95.0	18.55097	107.214	5.87333	92.0	17.72	False	-5.49	False	5.39	False
325	17-10-2025 19:27:32	16.17	-6.57	5.08	90.0	92.0	97.0	17.45376	112.1123	4.89333	93.0	16.17	False	-6.57	False	5.08	False
326	17-10-2025 19:27:32	14.96	-6.01	3.58	88.0	92.0	95.0	16.12209	111.8872	4.17667	91.66667	14.96	False	-6.01	False	3.58	False
327	17-10-2025 19:27:32	12.83	-3.65	2.8	93.0	91.0	95.0	13.33909	105.8805	3.99333	93.0	12.83	False	-3.65	False	2.8	False
328	17-10-2025 19:27:32	13.13	-1.43	2.54	90.0	85.0	97.0	13.20764	96.21564	4.74667	90.66667	13.13	False	-1.43	False	2.54	False
329	17-10-2025 19:27:32	16.62	-3.19	4.46	86.0	81.0	85.0	16.92337	100.86507	5.96333	84.0	16.62	False	-3.19	False	4.46	False
330	17-10-2025 19:27:32	19.36	-4.04	5.61	87.0	89.0	91.0	19.77704	101.7872	6.97667	89.0	19.36	False	-4.04	False	5.61	False
331	17-10-2025 19:27:32	20.41	-7.75	4.45	88.0	73.0	91.0	21.83187	110.79256	5.70333	84.0	20.41	False	-7.75	False	4.45	False
332	17-10-2025 19:27:32	21.74	-13.12	2.93	51.0	78.0	90.0	25.39216	121.11081	3.85	73.0	21.74	False	-13.12	True	2.93	False
333	17-10-2025 19:27:32	15.65	-8.21	-0.94	74.0	56.0	83.0	17.67276	117.68153	2.16667	71.0	15.65	True	-8.21	False	-0.94	False
334	17-10-2025 19:27:32	13.99	-4.08	-0.58	88.0	85.0	94.0	14.5728	106.25863	3.11	89.0	13.99	True	-4.08	False	-0.58	False
335	17-10-2025 19:27:32	19.61	-7.95	-0.96	94.0	83.0	95.0	21.16021	112.0679	3.56667	90.66667	19.61	False	-7.95	False	-0.96	False
336	17-10-2025 19:27:32	18.65	-6.21	-1.48	94.0	85.0	96.0	19.65672	108.41651	3.65333	91.66667	18.65	False	-6.21	False	-1.48	False
337	17-10-2025 19:27:32	18.59	-4.28	-1.38	94.0	81.0	96.0	19.07633	102.96535	4.31	90.33333	18.59	False	-4.28	False	-1.38	False
338	17-10-2025 19:27:32	19.15	-5.32	-1.22	74.0	75.0	81.0	19.87523	105.52565	4.20333	76.66667	19.15	False	-5.32	False	-1.22	False
339	17-10-2025 19:27:32	18.11	-2.25	-2.37	96.0	71.0	96.0	18.24924	97.08218	4.49667	87.66667	18.11	False	-2.25	False	-2.37	False
340	17-10-2025 19:27:32	18.42	-2.41	-2.54	92.0	80.0	88.0	18.57699	97.45401	4.49	86.66667	18.42	False	-2.41	False	-2.54	False
341	17-10-2025 19:27:33	19.72	-6.22	-1.76	85.0	82.0	90.0	20.67769	107.5061	3.91333	85.66667	19.72	False	-6.22	False	-1.76	False
342	17-10-2025 19:27:33	18.14	-1.7	-2.23	94.0	75.0	92.0	18.21948	95.35387	4.73667	87.0	18.14	False	-1.7	False	-2.23	False
343	17-10-2025 19:27:33	20.02	-2.34	-1.66	92.0	74.0	91.0	20.15629	96.66666	5.34	85.66667	20.02	False	-2.34	False	-1.66	False
