Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
1524	17-10-2025 22:49:42	19.85	3.01	0.03	17.0	56.0	37.0	20.07692	81.37751	7.63	36.66667	19.85	False	3.01	False	0.03	False
1525	17-10-2025 22:49:42	11.1	5.77	0.45	19.0	38.0	46.0	12.51011	62.5337	5.77333	34.33333	11.1	False	5.77	False	0.45	False
1526	17-10-2025 22:49:42	12.2	0.62	0.53	27.0	12.0	42.0	12.21574	87.09075	4.45	27.0	12.2	False	0.62	False	0.53	False
1527	17-10-2025 22:49:42	17.94	2.69	1.02	31.0	36.0	55.0	18.14055	81.47236	7.21667	40.66667	17.94	False	2.69	False	1.02	False
1528	17-10-2025 22:49:42	11.23	1.36	1.0	30.0	51.0	57.0	11.31205	83.09487	4.53	46.0	11.23	False	1.36	False	1.0	False
1529	17-10-2025 22:49:42	15.03	3.89	-0.13	36.0	45.0	38.0	15.52524	75.48936	6.26333	39.66667	15.03	False	3.89	False	-0.13	False
1530	17-10-2025 22:49:42	17.72	4.86	1.71	39.0	32.0	20.0	18.37438	74.66284	8.09667	30.33333	17.72	False	4.86	False	1.71	False
1531	17-10-2025 22:49:42	11.83	3.58	-0.53	20.0	67.0	43.0	12.35983	73.16311	4.96	43.33333	11.83	False	3.58	False	-0.53	False
1532	17-10-2025 22:49:42	18.19	7.82	1.12	7.0	55.0	37.0	19.79971	66.73681	9.04333	33.0	18.19	False	7.82	False	1.12	False
1533	17-10-2025 22:49:42	13.37	3.86	0.07	25.0	56.0	41.0	13.91605	73.89625	5.76667	40.66667	13.37	False	3.86	False	0.07	False
1534	17-10-2025 22:49:42	5.9	1.8	0.66	27.0	45.0	31.0	6.16847	73.03385	2.78667	34.33333	5.9	False	1.8	False	0.66	False
1535	17-10-2025 22:49:42	10.28	4.13	-0.73	23.0	27.0	46.0	11.0786	68.11216	4.56	32.0	10.28	False	4.13	False	-0.73	False
1536	17-10-2025 22:49:42	16.2	3.99	-0.56	20.0	47.0	16.0	16.68413	76.16365	6.54333	27.66667	16.2	False	3.99	False	-0.56	False
