Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
888	17-10-2025 19:34:16	16.84	5.29	0.88	92.0	79.0	91.0	17.65134	72.56077	7.67	87.33333	16.84	False	5.29	False	0.88	False
889	17-10-2025 19:34:16	16.34	4.36	3.59	78.0	83.0	94.0	16.91169	75.05985	8.09667	85.0	16.34	False	4.36	False	3.59	False
890	17-10-2025 19:34:16	17.68	4.54	4.48	90.0	86.0	97.0	18.2536	75.59833	8.9	91.0	17.68	False	4.54	False	4.48	False
891	17-10-2025 19:34:16	17.74	4.67	4.65	88.0	92.0	97.0	18.34439	75.25167	9.02	92.33333	17.74	False	4.67	False	4.65	False
892	17-10-2025 19:34:16	18.53	2.21	3.81	90.0	94.0	97.0	18.66132	83.19868	8.18333	93.66667	18.53	False	2.21	False	3.81	False
893	17-10-2025 19:34:16	17.69	3.24	2.91	94.0	86.0	95.0	17.98426	79.62107	7.94667	91.66667	17.69	False	3.24	False	2.91	False
894	17-10-2025 19:34:16	18.81	3.87	0.91	91.0	89.0	93.0	19.20398	78.3741	7.86333	91.0	18.81	False	3.87	False	0.91	False
895	17-10-2025 19:34:16	20.16	5.09	1.08	87.0	93.0	86.0	20.79264	75.83009	8.77667	88.66667	20.16	False	5.09	False	1.08	False
896	17-10-2025 19:34:16	20.94	1.21	1.54	88.0	84.0	94.0	20.97493	86.69289	7.89667	88.66667	20.94	False	1.21	False	1.54	False
897	17-10-2025 19:34:16	18.98	3.22	0.8	89.0	83.0	89.0	19.2512	80.37132	7.66667	87.0	18.98	False	3.22	False	0.8	False
898	17-10-2025 19:34:16	19.62	2.47	0.45	91.0	92.0	92.0	19.77487	82.82467	7.51333	91.66667	19.62	False	2.47	False	0.45	False
899	17-10-2025 19:34:16	18.2	5.69	0.22	93.0	84.0	95.0	19.06872	72.63881	8.03667	90.66667	18.2	False	5.69	False	0.22	False
900	17-10-2025 19:34:16	19.83	2.69	1.71	83.0	84.0	92.0	20.01162	82.27481	8.07667	86.33333	19.83	False	2.69	False	1.71	False
901	17-10-2025 19:34:17	20.18	2.9	2.09	89.0	90.0	97.0	20.38731	81.8222	8.39	92.0	20.18	False	2.9	False	2.09	False
902	17-10-2025 19:34:17	19.09	2.87	2.58	91.0	82.0	97.0	19.30453	81.45016	8.18	90.0	19.09	False	2.87	False	2.58	False
903	17-10-2025 19:34:17	18.58	3.24	3.06	89.0	90.0	92.0	18.86038	80.10817	8.29333	90.33333	18.58	False	3.24	False	3.06	False
904	17-10-2025 19:34:17	17.35	2.58	2.93	91.0	94.0	98.0	17.54078	81.54192	7.62	94.33333	17.35	False	2.58	False	2.93	False
905	17-10-2025 19:34:17	18.54	3.55	2.53	89.0	94.0	96.0	18.87681	79.16033	8.20667	93.0	18.54	False	3.55	False	2.53	False
906	17-10-2025 19:34:17	19.11	1.75	2.09	93.0	86.0	97.0	19.18996	84.76773	7.65	92.0	19.11	False	1.75	False	2.09	False
907	17-10-2025 19:34:17	17.8	4.46	0.84	89.0	90.0	94.0	18.35025	75.93347	7.7	91.0	17.8	False	4.46	False	0.84	False
908	17-10-2025 19:34:17	18.59	3.07	0.98	91.0	93.0	97.0	18.84179	80.62266	7.54667	93.66667	18.59	False	3.07	False	0.98	False
909	17-10-2025 19:34:17	19.68	1.26	1.27	94.0	93.0	98.0	19.72029	86.33667	7.40333	95.0	19.68	False	1.26	False	1.27	False
910	17-10-2025 19:34:17	18.6	1.74	1.19	92.0	89.0	98.0	18.68121	84.65563	7.17667	93.0	18.6	False	1.74	False	1.19	False
911	17-10-2025 19:34:17	18.13	0.62	0.61	93.0	90.0	96.0	18.1406	88.04139	6.45333	93.0	18.13	False	0.62	False	0.61	False
912	17-10-2025 19:34:17	17.84	-0.92	-0.08	94.0	92.0	96.0	17.86371	92.9521	5.61333	94.0	17.84	False	-0.92	False	-0.08	False
913	17-10-2025 19:34:17	17.11	0.86	0.15	94.0	80.0	97.0	17.1316	87.12256	6.04	90.33333	17.11	False	0.86	False	0.15	False
914	17-10-2025 19:34:17	17.08	-0.74	1.14	95.0	86.0	95.0	17.09602	92.48082	5.82667	92.0	17.08	False	-0.74	False	1.14	False
915	17-10-2025 19:34:17	16.9	-1.06	0.5	94.0	86.0	92.0	16.93321	93.589	5.44667	90.66667	16.9	False	-1.06	False	0.5	False
916	17-10-2025 19:34:17	15.41	1.66	-0.04	89.0	64.0	91.0	15.49915	83.85168	5.67667	81.33333	15.41	False	1.66	False	-0.04	False
917	17-10-2025 19:34:17	17.68	2.7	1.27	85.0	91.0	94.0	17.88498	81.31716	7.21667	90.0	17.68	False	2.7	False	1.27	False
918	17-10-2025 19:34:17	20.43	0.26	1.56	91.0	82.0	96.0	20.43165	89.27087	7.41667	89.66667	20.43	False	0.26	False	1.56	False
919	17-10-2025 19:34:17	20.16	-0.25	1.47	94.0	88.0	95.0	20.16155	90.71048	7.12667	92.33333	20.16	False	-0.25	False	1.47	False
920	17-10-2025 19:34:17	20.14	-1.67	1.26	94.0	92.0	95.0	20.20912	94.7401	6.57667	93.66667	20.14	False	-1.67	False	1.26	False
921	17-10-2025 19:34:17	20.05	-0.26	1.06	91.0	90.0	97.0	20.05169	90.74295	6.95	92.66667	20.05	False	-0.26	False	1.06	False
922	17-10-2025 19:34:17	21.09	-0.16	0.42	95.0	91.0	96.0	21.09061	90.43467	7.11667	94.0	21.09	False	-0.16	False	0.42	False
923	17-10-2025 19:34:17	22.28	-0.94	0.2	89.0	91.0	96.0	22.29982	92.41589	7.18	92.0	22.28	False	-0.94	False	0.2	False
924	17-10-2025 19:34:17	23.25	-2.05	-0.53	95.0	84.0	94.0	23.3402	95.03886	6.89	91.0	23.25	False	-2.05	False	-0.53	False
925	17-10-2025 19:34:17	22.51	-0.6	-0.34	94.0	92.0	97.0	22.51799	91.52685	7.19	94.33333	22.51	False	-0.6	False	-0.34	False
926	17-10-2025 19:34:17	21.04	2.15	0.16	93.0	85.0	97.0	21.14957	84.16541	7.78333	91.66667	21.04	False	2.15	False	0.16	False
927	17-10-2025 19:34:17	21.49	-0.6	-0.68	95.0	84.0	92.0	21.49837	91.59928	6.73667	90.33333	21.49	False	-0.6	False	-0.68	False
928	17-10-2025 19:34:17	21.3	2.87	-0.62	87.0	84.0	88.0	21.49248	82.32608	7.85	86.33333	21.3	False	2.87	False	-0.62	False
929	17-10-2025 19:34:17	21.04	-0.49	0.42	87.0	89.0	89.0	21.04571	91.33412	6.99	88.33333	21.04	False	-0.49	False	0.42	False
930	17-10-2025 19:34:17	20.78	1.34	-0.53	87.0	85.0	90.0	20.82316	86.31039	7.19667	87.33333	20.78	False	1.34	False	-0.53	False
931	17-10-2025 19:34:17	21.06	0.82	-1.3	86.0	87.0	92.0	21.07596	87.77024	6.86	88.33333	21.06	False	0.82	False	-1.3	False
932	17-10-2025 19:34:17	20.91	3.15	-1.74	92.0	89.0	94.0	21.14594	81.43306	7.44	91.66667	20.91	False	3.15	False	-1.74	False
933	17-10-2025 19:34:17	20.24	4.35	-2.16	96.0	89.0	93.0	20.70218	77.87045	7.47667	92.66667	20.24	False	4.35	False	-2.16	False
934	17-10-2025 19:34:17	18.62	7.2	-1.93	92.0	91.0	91.0	19.96358	68.85946	7.96333	91.33333	18.62	False	7.2	False	-1.93	False
935	17-10-2025 19:34:17	18.15	4.28	-0.76	92.0	83.0	94.0	18.64781	76.73133	7.22333	89.66667	18.15	False	4.28	False	-0.76	False
936	17-10-2025 19:34:17	18.98	3.9	-1.15	79.0	81.0	81.0	19.37654	78.38851	7.24333	80.33333	18.98	False	3.9	False	-1.15	False
937	17-10-2025 19:34:17	18.56	5.23	-2.19	96.0	69.0	89.0	19.2828	74.26276	7.2	84.66667	18.56	False	5.23	False	-2.19	False
938	17-10-2025 19:34:17	17.73	7.37	-0.74	92.0	85.0	97.0	19.20078	67.42834	8.12	91.33333	17.73	False	7.37	False	-0.74	False
939	17-10-2025 19:34:17	17.47	7.58	-0.32	92.0	84.0	93.0	19.04356	66.54462	8.24333	89.66667	17.47	False	7.58	False	-0.32	False
940	17-10-2025 19:34:17	18.88	3.53	0.29	89.0	92.0	93.0	19.20717	79.40966	7.56667	91.33333	18.88	False	3.53	False	0.29	False
941	17-10-2025 19:34:18	16.95	3.17	0.76	88.0	91.0	86.0	17.24388	79.40688	6.96	88.33333	16.95	False	3.17	False	0.76	False
942	17-10-2025 19:34:18	20.54	5.4	-0.38	90.0	89.0	89.0	21.23798	75.27017	8.52	89.33333	20.54	False	5.4	False	-0.38	False
943	17-10-2025 19:34:18	18.84	4.24	0.36	92.0	83.0	94.0	19.31122	77.31672	7.81333	89.66667	18.84	False	4.24	False	0.36	False
944	17-10-2025 19:34:18	18.18	5.01	1.12	85.0	80.0	93.0	18.85769	74.59299	8.10333	86.0	18.18	False	5.01	False	1.12	False
945	17-10-2025 19:34:18	20.27	2.02	2.61	88.0	89.0	95.0	20.3704	84.309	8.3	90.66667	20.27	False	2.02	False	2.61	False
946	17-10-2025 19:34:18	21.76	0.38	3.07	89.0	91.0	91.0	21.76332	88.99953	8.40333	90.33333	21.76	False	0.38	False	3.07	False
947	17-10-2025 19:34:18	21.67	-2.05	2.0	83.0	87.0	92.0	21.76675	95.40415	7.20667	87.33333	21.67	False	-2.05	False	2.0	False
948	17-10-2025 19:34:18	22.01	-1.34	-0.04	88.0	84.0	92.0	22.05075	93.48395	6.87667	88.0	22.01	False	-1.34	False	-0.04	False
949	17-10-2025 19:34:18	19.83	2.21	-0.85	86.0	89.0	92.0	19.95277	83.64078	7.06333	89.0	19.83	False	2.21	False	-0.85	False
950	17-10-2025 19:34:18	21.13	2.11	0.36	89.0	82.0	95.0	21.23509	84.29746	7.86667	88.66667	21.13	False	2.11	False	0.36	False
951	17-10-2025 19:34:18	21.45	1.75	0.0	90.0	92.0	94.0	21.52127	85.33585	7.73333	92.0	21.45	False	1.75	False	0.0	False
952	17-10-2025 19:34:18	20.08	0.7	-0.07	92.0	78.0	92.0	20.0922	88.00345	6.90333	87.33333	20.08	False	0.7	False	-0.07	False
953	17-10-2025 19:34:18	16.25	5.48	0.78	92.0	81.0	95.0	17.14914	71.36431	7.50333	89.33333	16.25	False	5.48	False	0.78	False
954	17-10-2025 19:34:18	17.72	5.13	1.07	91.0	81.0	97.0	18.44764	73.85409	7.97333	89.66667	17.72	False	5.13	False	1.07	False
955	17-10-2025 19:34:18	17.85	7.0	0.77	91.0	84.0	94.0	19.17348	68.58703	8.54	89.66667	17.85	False	7.0	False	0.77	False
956	17-10-2025 19:34:18	21.26	3.53	0.92	84.0	87.0	90.0	21.55107	80.57264	8.57	87.0	21.26	False	3.53	False	0.92	False
957	17-10-2025 19:34:18	21.14	1.7	0.26	91.0	88.0	95.0	21.20824	85.40238	7.7	91.33333	21.14	False	1.7	False	0.26	False
958	17-10-2025 19:34:18	19.78	4.84	-0.22	68.0	91.0	88.0	20.36355	76.25037	8.13333	82.33333	19.78	False	4.84	False	-0.22	False
959	17-10-2025 19:34:18	19.87	2.9	1.46	94.0	80.0	95.0	20.08051	81.69638	8.07667	89.66667	19.87	False	2.9	False	1.46	False
960	17-10-2025 19:34:18	19.48	4.9	1.66	93.0	86.0	96.0	20.08682	75.88074	8.68	91.66667	19.48	False	4.9	False	1.66	False
961	17-10-2025 19:34:18	19.59	5.05	1.61	89.0	94.0	96.0	20.23044	75.54474	8.75	93.0	19.59	False	5.05	False	1.61	False
962	17-10-2025 19:34:18	22.29	1.57	1.79	92.0	89.0	93.0	22.34522	85.97102	8.55	91.33333	22.29	False	1.57	False	1.79	False
963	17-10-2025 19:34:18	20.59	0.24	1.59	91.0	92.0	94.0	20.5914	89.33218	7.47333	92.33333	20.59	False	0.24	False	1.59	False
964	17-10-2025 19:34:18	19.98	0.59	1.88	89.0	89.0	97.0	19.98871	88.30857	7.48333	91.66667	19.98	False	0.59	False	1.88	False
965	17-10-2025 19:34:18	20.94	0.29	1.88	86.0	89.0	96.0	20.94201	89.20656	7.70333	90.33333	20.94	False	0.29	False	1.88	False
966	17-10-2025 19:34:18	20.85	1.58	1.53	91.0	84.0	85.0	20.90978	85.66644	7.98667	86.66667	20.85	False	1.58	False	1.53	False
967	17-10-2025 19:34:18	21.23	1.54	0.3	91.0	72.0	96.0	21.28578	85.8511	7.69	86.33333	21.23	False	1.54	False	0.3	False
968	17-10-2025 19:34:18	20.29	0.93	2.23	87.0	89.0	86.0	20.3113	87.37566	7.81667	87.33333	20.29	False	0.93	False	2.23	False
969	17-10-2025 19:34:18	20.23	0.22	2.42	91.0	91.0	97.0	20.2312	89.37694	7.62333	93.0	20.23	False	0.22	False	2.42	False
970	17-10-2025 19:34:18	19.54	0.26	2.85	91.0	88.0	97.0	19.54173	89.23767	7.55	92.0	19.54	False	0.26	False	2.85	False
971	17-10-2025 19:34:18	20.83	-1.23	2.85	87.0	84.0	93.0	20.86628	93.37936	7.48333	88.0	20.83	False	-1.23	False	2.85	False
972	17-10-2025 19:34:18	20.24	-0.37	1.95	91.0	81.0	96.0	20.24338	91.04729	7.27333	89.33333	20.24	False	-0.37	False	1.95	False
973	17-10-2025 19:34:18	20.08	1.44	0.56	92.0	93.0	96.0	20.13157	85.89816	7.36	93.66667	20.08	False	1.44	False	0.56	False
974	17-10-2025 19:34:18	18.89	3.19	-0.11	95.0	87.0	95.0	19.15746	80.41476	7.32333	92.33333	18.89	False	3.19	False	-0.11	False
975	17-10-2025 19:34:18	19.59	3.0	-0.31	89.0	90.0	96.0	19.81838	81.2934	7.42667	91.66667	19.59	False	3.0	False	-0.31	False
976	17-10-2025 19:34:18	19.03	3.85	0.79	95.0	86.0	93.0	19.41555	78.56274	7.89	91.33333	19.03	False	3.85	False	0.79	False
977	17-10-2025 19:34:18	20.1	3.79	0.69	93.0	89.0	94.0	20.4542	79.32184	8.19333	92.0	20.1	False	3.79	False	0.69	False
978	17-10-2025 19:34:18	18.69	3.01	1.2	92.0	92.0	95.0	18.93083	80.85115	7.63333	93.0	18.69	False	3.01	False	1.2	False
979	17-10-2025 19:34:18	19.7	2.13	0.42	93.0	82.0	93.0	19.81481	83.82905	7.41667	89.33333	19.7	False	2.13	False	0.42	False
980	17-10-2025 19:34:18	20.08	6.27	-1.3	93.0	60.0	92.0	21.03614	72.65897	8.35	81.66667	20.08	False	6.27	False	-1.3	False
981	17-10-2025 19:34:19	19.33	6.23	-0.58	85.0	80.0	91.0	20.30915	72.13603	8.32667	85.33333	19.33	False	6.23	False	-0.58	False
982	17-10-2025 19:34:19	21.01	2.01	0.98	91.0	88.0	86.0	21.10593	84.53522	8.0	88.33333	21.01	False	2.01	False	0.98	False
983	17-10-2025 19:34:19	20.09	4.8	1.55	89.0	83.0	90.0	20.65546	76.56253	8.81333	87.33333	20.09	False	4.8	False	1.55	False
984	17-10-2025 19:34:19	17.57	3.23	1.11	83.0	88.0	79.0	17.86443	79.58328	7.30333	83.33333	17.57	False	3.23	False	1.11	False
985	17-10-2025 19:34:19	21.9	1.0	1.83	86.0	80.0	88.0	21.92282	87.38557	8.24333	84.66667	21.9	False	1.0	False	1.83	False
986	17-10-2025 19:34:19	20.64	0.65	3.16	78.0	70.0	81.0	20.65023	88.19622	8.15	76.33333	20.64	False	0.65	False	3.16	False
987	17-10-2025 19:34:19	23.52	1.55	1.07	78.0	81.0	85.0	23.57102	86.22958	8.71333	81.33333	23.52	False	1.55	False	1.07	False
988	17-10-2025 19:34:19	18.88	3.63	-0.13	89.0	74.0	78.0	19.2258	79.11672	7.46	80.33333	18.88	False	3.63	False	-0.13	False
989	17-10-2025 19:34:19	19.16	8.06	-1.26	86.0	84.0	85.0	20.78627	67.18506	8.65333	85.0	19.16	False	8.06	False	-1.26	False
990	17-10-2025 19:34:19	18.98	9.98	-1.8	89.0	84.0	90.0	21.4439	62.26386	9.05333	87.66667	18.98	False	9.98	False	-1.8	False
991	17-10-2025 19:34:19	20.73	7.47	-1.56	92.0	90.0	92.0	22.03483	70.18351	8.88	91.33333	20.73	False	7.47	False	-1.56	False
992	17-10-2025 19:34:19	22.45	6.66	-1.26	83.0	81.0	89.0	23.41705	73.47652	9.28333	84.33333	22.45	False	6.66	False	-1.26	False
993	17-10-2025 19:34:19	22.98	7.32	-0.64	91.0	90.0	91.0	24.11769	72.33135	9.88667	90.66667	22.98	False	7.32	False	-0.64	False
994	17-10-2025 19:34:19	22.65	7.68	-0.17	91.0	85.0	95.0	23.91662	71.2696	10.05333	90.33333	22.65	False	7.68	False	-0.17	False
995	17-10-2025 19:34:19	24.45	5.27	0.48	89.0	90.0	90.0	25.01151	77.83644	10.06667	89.66667	24.45	False	5.27	False	0.48	False
996	17-10-2025 19:34:19	23.3	4.8	-0.55	90.0	80.0	96.0	23.78928	78.35943	9.18333	88.66667	23.3	False	4.8	False	-0.55	False
997	17-10-2025 19:34:19	23.29	5.96	-0.25	89.0	60.0	93.0	24.0405	75.64584	9.66667	80.66667	23.29	False	5.96	False	-0.25	False
998	17-10-2025 19:34:19	25.73	3.06	1.64	86.0	86.0	93.0	25.91132	83.21782	10.14333	88.33333	25.73	False	3.06	False	1.64	False
999	17-10-2025 19:34:19	25.4	5.68	-0.29	95.0	86.0	96.0	26.02734	77.39479	10.26333	92.33333	25.4	False	5.68	False	-0.29	False
1000	17-10-2025 19:34:19	24.42	2.86	-1.37	94.0	85.0	95.0	24.58691	83.32011	8.63667	91.33333	24.42	False	2.86	False	-1.37	False
1001	17-10-2025 19:34:19	24.44	4.14	-1.73	92.0	95.0	90.0	24.78817	80.38568	8.95	92.33333	24.44	False	4.14	False	-1.73	False
1002	17-10-2025 19:34:19	23.5	5.79	-1.79	89.0	85.0	93.0	24.20277	76.15897	9.16667	89.0	23.5	False	5.79	False	-1.79	False
1003	17-10-2025 19:34:19	22.0	6.34	-2.53	90.0	72.0	90.0	22.89532	73.92398	8.60333	84.0	22.0	False	6.34	False	-2.53	False
1004	17-10-2025 19:34:19	25.59	5.61	-1.73	83.0	76.0	83.0	26.19771	77.63487	9.82333	80.66667	25.59	False	5.61	False	-1.73	False
1005	17-10-2025 19:34:19	26.85	2.4	-1.2	86.0	85.0	89.0	26.95705	84.89216	9.35	86.66667	26.85	False	2.4	False	-1.2	False
1006	17-10-2025 19:34:19	24.96	5.82	-2.66	93.0	82.0	82.0	25.62955	76.87469	9.37333	85.66667	24.96	False	5.82	False	-2.66	False
1007	17-10-2025 19:34:19	24.92	9.14	-4.52	93.0	72.0	85.0	26.54329	69.85829	9.84667	83.33333	24.92	False	9.14	False	-4.52	False
1008	17-10-2025 19:34:19	24.32	6.76	-3.01	89.0	86.0	78.0	25.24203	74.46617	9.35667	84.33333	24.32	False	6.76	False	-3.01	False
1009	17-10-2025 19:34:19	21.28	8.64	-3.65	91.0	83.0	83.0	22.96711	67.90211	8.75667	85.66667	21.28	False	8.64	False	-3.65	False
1010	17-10-2025 19:34:19	23.62	5.98	-2.23	92.0	87.0	88.0	24.36524	75.79266	9.12333	89.0	23.62	False	5.98	False	-2.23	False
1011	17-10-2025 19:34:19	24.79	6.22	-2.07	91.0	81.0	89.0	25.55841	75.91482	9.64667	87.0	24.79	False	6.22	False	-2.07	False
1012	17-10-2025 19:34:19	23.88	7.16	-1.4	94.0	89.0	89.0	24.9303	73.30956	9.88	90.66667	23.88	False	7.16	False	-1.4	False
1013	17-10-2025 19:34:19	25.07	5.84	-1.03	92.0	81.0	96.0	25.74122	76.88693	9.96	89.66667	25.07	False	5.84	False	-1.03	False
1014	17-10-2025 19:34:19	26.46	4.69	0.02	87.0	88.0	83.0	26.87243	79.94879	10.39	86.0	26.46	False	4.69	False	0.02	False
1015	17-10-2025 19:34:19	25.8	4.31	-1.43	93.0	92.0	86.0	26.15752	80.51607	9.56	90.33333	25.8	False	4.31	False	-1.43	False
1016	17-10-2025 19:34:19	24.39	6.75	-2.19	95.0	86.0	90.0	25.30681	74.53042	9.65	90.33333	24.39	False	6.75	False	-2.19	False
1017	17-10-2025 19:34:19	24.31	5.43	-1.61	90.0	87.0	93.0	24.90905	77.40882	9.37667	90.0	24.31	False	5.43	False	-1.61	False
