Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
366	17-10-2025 2:28:56	15.79	-4.43	0.81	86.0	80.0	89.0	16.39967	105.67185	4.05667	85.0	15.79	False	-4.43	False	0.81	False
367	17-10-2025 2:28:56	19.91	-8.78	3.69	82.0	87.0	72.0	21.75998	113.79673	4.94	80.33333	19.91	False	-8.78	False	3.69	False
368	17-10-2025 2:28:56	18.58	-9.58	2.01	88.0	77.0	76.0	20.90437	117.276	3.67	80.33333	18.58	False	-9.58	False	2.01	False
369	17-10-2025 2:28:56	16.94	-4.38	1.16	91.0	79.0	95.0	17.49709	104.49689	4.57333	88.33333	16.94	False	-4.38	False	1.16	False
370	17-10-2025 2:28:56	16.59	-3.72	2.97	86.0	92.0	91.0	17.00196	102.63846	5.28	89.66667	16.59	False	-3.72	False	2.97	False
371	17-10-2025 2:28:56	18.4	-4.9	2.72	94.0	89.0	91.0	19.04127	104.91203	5.40667	91.33333	18.4	False	-4.9	False	2.72	False
372	17-10-2025 2:28:56	18.48	-5.03	1.95	90.0	88.0	94.0	19.15232	105.22626	5.13333	90.66667	18.48	False	-5.03	False	1.95	False
373	17-10-2025 2:28:56	18.02	-8.31	3.19	88.0	91.0	92.0	19.8438	114.75699	4.3	90.33333	18.02	False	-8.31	False	3.19	False
374	17-10-2025 2:28:56	18.12	-8.48	2.5	89.0	92.0	96.0	20.00612	115.07918	4.04667	92.33333	18.12	False	-8.48	False	2.5	False
375	17-10-2025 2:28:56	17.43	-8.12	1.69	95.0	91.0	94.0	19.22861	114.97909	3.66667	93.33333	17.43	False	-8.12	False	1.69	False
376	17-10-2025 2:28:56	18.61	-8.04	0.88	97.0	88.0	95.0	20.27249	113.36559	3.81667	93.33333	18.61	False	-8.04	False	0.88	False
377	17-10-2025 2:28:56	16.32	-6.95	0.54	88.0	79.0	93.0	17.73823	113.06711	3.30333	86.66667	16.32	False	-6.95	False	0.54	False
378	17-10-2025 2:28:56	17.27	-6.86	-0.14	95.0	90.0	97.0	18.58259	111.664	3.42333	94.0	17.27	False	-6.86	False	-0.14	False
