Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
77	17-10-2025 21:25:42	16.82	2.92	2.93	86.0	90.0	96.0	17.07158	80.15144	7.55667	90.66667	16.82	False	2.92	False	2.93	False
78	17-10-2025 21:25:42	18.37	0.79	2.9	87.0	93.0	88.0	18.38698	87.53752	7.35333	89.33333	18.37	False	0.79	False	2.9	False
79	17-10-2025 21:25:42	19.42	0.36	2.21	89.0	73.0	93.0	19.42334	88.938	7.33	85.0	19.42	False	0.36	False	2.21	False
80	17-10-2025 21:25:42	19.06	3.76	0.45	87.0	70.0	95.0	19.42733	78.84045	7.75667	84.0	19.06	False	3.76	False	0.45	False
81	17-10-2025 21:25:42	19.82	2.6	0.64	88.0	90.0	92.0	19.98981	82.52658	7.68667	90.0	19.82	False	2.6	False	0.64	False
82	17-10-2025 21:25:42	19.52	1.83	0.95	92.0	92.0	96.0	19.60559	84.64417	7.43333	93.33333	19.52	False	1.83	False	0.95	False
83	17-10-2025 21:25:42	20.01	-0.34	0.17	89.0	89.0	95.0	20.01289	90.97345	6.61333	91.0	20.01	False	-0.34	False	0.17	False
84	17-10-2025 21:25:42	20.32	2.25	-0.12	91.0	87.0	95.0	20.44419	83.68147	7.48333	91.0	20.32	False	2.25	False	-0.12	False
85	17-10-2025 21:25:42	18.68	2.39	-0.17	90.0	86.0	96.0	18.83227	82.70894	6.96667	90.66667	18.68	False	2.39	False	-0.17	False
86	17-10-2025 21:25:42	17.92	2.69	-0.23	97.0	91.0	96.0	18.12077	81.46298	6.79333	94.66667	17.92	False	2.69	False	-0.23	False
87	17-10-2025 21:25:42	18.63	1.41	-0.26	92.0	88.0	95.0	18.68328	85.67186	6.59333	91.66667	18.63	False	1.41	False	-0.26	False
88	17-10-2025 21:25:42	18.05	-0.73	-0.68	93.0	86.0	92.0	18.06476	92.31596	5.54667	90.33333	18.05	False	-0.73	False	-0.68	False
89	17-10-2025 21:25:42	19.01	0.86	-1.12	96.0	85.0	95.0	19.02944	87.40974	6.25	92.0	19.01	False	0.86	False	-1.12	False
90	17-10-2025 21:25:42	20.11	-0.04	-0.92	92.0	86.0	94.0	20.11004	90.11396	6.38333	90.66667	20.11	False	-0.04	False	-0.92	False
91	17-10-2025 21:25:42	21.09	1.42	-1.22	93.0	79.0	97.0	21.13775	86.14806	7.09667	89.66667	21.09	False	1.42	False	-1.22	False
92	17-10-2025 21:25:42	19.33	3.22	-1.19	92.0	83.0	93.0	19.59636	80.54248	7.12	89.33333	19.33	False	3.22	False	-1.19	False
93	17-10-2025 21:25:42	17.42	3.28	-1.46	94.0	77.0	94.0	17.7261	79.33666	6.41333	88.33333	17.42	False	3.28	False	-1.46	False
94	17-10-2025 21:25:42	20.67	0.57	-0.87	92.0	79.0	90.0	20.67786	88.4204	6.79	87.0	20.67	False	0.57	False	-0.87	False
95	17-10-2025 21:25:42	20.67	-0.16	-0.23	83.0	82.0	85.0	20.67062	90.4435	6.76	83.33333	20.67	False	-0.16	False	-0.23	False
96	17-10-2025 21:25:42	20.96	0.74	0.62	91.0	86.0	92.0	20.97306	87.97799	7.44	89.66667	20.96	False	0.74	False	0.62	False
97	17-10-2025 21:25:42	20.78	-2.09	2.53	86.0	87.0	95.0	20.88484	95.74335	7.07333	89.33333	20.78	False	-2.09	False	2.53	False
98	17-10-2025 21:25:42	19.54	-1.04	3.22	74.0	89.0	92.0	19.56766	93.04664	7.24	85.0	19.54	False	-1.04	False	3.22	False
99	17-10-2025 21:25:42	17.97	-0.72	2.81	95.0	92.0	95.0	17.98442	92.29443	6.68667	94.0	17.97	False	-0.72	False	2.81	False
100	17-10-2025 21:25:42	18.24	-0.13	2.01	87.0	93.0	94.0	18.24046	90.40835	6.70667	91.33333	18.24	False	-0.13	False	2.01	False
101	17-10-2025 21:25:43	18.3	1.3	1.66	89.0	87.0	97.0	18.34612	85.93663	7.08667	91.0	18.3	False	1.3	False	1.66	False
102	17-10-2025 21:25:43	16.79	0.03	1.42	94.0	88.0	97.0	16.79003	89.89763	6.08	93.0	16.79	False	0.03	False	1.42	False
