Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
76	17-10-2025 18:47:35	23.03	2.71	0.5	86.0	59.0	88.0	23.1889	83.28872	8.74667	77.66667	23.03	False	2.71	False	0.5	False
77	17-10-2025 18:47:35	21.37	3.6	0.07	89.0	64.0	92.0	21.67111	80.43771	8.34667	81.66667	21.37	False	3.6	False	0.07000000000000006	False
78	17-10-2025 18:47:35	24.52	2.43	2.01	81.0	65.0	85.0	24.64011	84.34031	9.65333	77.0	24.52	False	2.43	False	2.01	False
79	17-10-2025 18:47:35	26.46	1.66	-0.1	89.0	41.0	93.0	26.51202	86.41019	9.34	74.33333	26.46	False	1.6600000000000001	False	-0.10000000000000009	False
80	17-10-2025 18:47:35	24.28	6.84	-1.18	89.0	55.0	88.0	25.22507	74.26676	9.98	77.33333	24.28	False	6.84	False	-1.18	False
81	17-10-2025 18:47:35	24.92	3.99	1.05	78.0	59.0	81.0	25.2374	80.90345	9.98667	72.66667	24.92	False	3.99	False	1.05	False
82	17-10-2025 18:47:35	24.12	4.14	1.03	88.0	73.0	92.0	24.47272	80.26055	9.76333	84.33333	24.12	False	4.14	False	1.03	False
83	17-10-2025 18:47:35	23.0	2.55	0.02	87.0	42.0	92.0	23.14093	83.67348	8.52333	73.66667	23.0	False	2.55	False	0.020000000000000018	False
84	17-10-2025 18:47:35	22.98	3.09	0.94	76.0	71.0	86.0	23.18682	82.34167	9.00333	77.66667	22.98	False	3.09	False	0.94	False
85	17-10-2025 18:47:35	23.93	-0.93	1.34	82.0	58.0	93.0	23.94806	92.22559	8.11333	77.66667	23.93	False	-0.9299999999999997	False	1.34	False
86	17-10-2025 18:47:35	22.96	1.48	2.11	88.0	74.0	88.0	23.00765	86.31182	8.85	83.33333	22.96	False	1.48	False	2.11	False
87	17-10-2025 18:47:35	20.76	1.89	0.05	83.0	59.0	87.0	20.84586	84.79811	7.56667	76.33333	20.76	False	1.8899999999999997	False	0.050000000000000044	False
88	17-10-2025 18:47:35	20.0	2.24	-0.94	88.0	45.0	92.0	20.12505	83.60951	7.1	75.0	20.0	False	2.24	False	-0.94	False
89	17-10-2025 18:47:35	20.18	3.6	-1.96	89.0	62.0	89.0	20.4986	79.88516	7.27333	80.0	20.18	False	3.6	False	-1.9599999999999997	False
90	17-10-2025 18:47:35	19.91	4.69	-1.52	94.0	67.0	94.0	20.45493	76.74505	7.69333	85.0	19.91	False	4.69	False	-1.5200000000000002	False
91	17-10-2025 18:47:35	21.13	3.81	-0.91	91.0	55.0	88.0	21.47075	79.77869	8.01	78.0	21.13	False	3.81	False	-0.9099999999999999	False
92	17-10-2025 18:47:35	21.59	3.32	-1.44	93.0	71.0	90.0	21.84378	81.25783	7.82333	84.66667	21.59	False	3.32	False	-1.4400000000000002	False
93	17-10-2025 18:47:35	20.44	6.49	-2.77	93.0	47.0	90.0	21.4456	72.38459	8.05333	76.66667	20.44	False	6.49	False	-2.7700000000000005	False
94	17-10-2025 18:47:35	21.35	5.79	-2.02	96.0	44.0	88.0	22.12118	74.82666	8.37333	76.0	21.35	False	5.79	False	-2.0200000000000005	False
95	17-10-2025 18:47:35	23.03	2.12	-2.5	90.0	48.0	81.0	23.12737	84.74053	7.55	73.0	23.03	False	2.12	False	-2.5	False
96	17-10-2025 18:47:35	20.97	8.56	-1.36	88.0	52.0	88.0	22.64982	67.79461	9.39	76.0	20.97	False	8.56	False	-1.36	False
97	17-10-2025 18:47:35	24.39	5.63	-1.97	87.0	60.0	85.0	25.03136	77.00195	9.35	77.33333	24.39	False	5.63	False	-1.97	False
98	17-10-2025 18:47:35	27.51	3.56	-1.38	88.0	52.0	89.0	27.73939	82.62647	9.89667	76.33333	27.51	False	3.56	False	-1.3799999999999997	False
99	17-10-2025 18:47:35	23.54	7.87	-0.39	90.0	50.0	89.0	24.82073	71.51395	10.34	76.33333	23.54	False	7.87	False	-0.3899999999999999	False
100	17-10-2025 18:47:36	23.33	4.95	-0.78	92.0	63.0	91.0	23.84935	78.02102	9.16667	82.0	23.33	False	4.95	False	-0.78	False
101	17-10-2025 18:47:36	23.27	1.12	-1.13	85.0	39.0	90.0	23.29694	87.24444	7.75333	71.33333	23.27	False	1.12	False	-1.1299999999999997	False
102	17-10-2025 18:47:36	21.48	5.52	-0.87	91.0	67.0	88.0	22.17793	75.58781	8.71	82.0	21.48	False	5.52	False	-0.8699999999999999	False
103	17-10-2025 18:47:36	20.72	5.38	0.4	88.0	65.0	90.0	21.40707	75.44443	8.83333	81.0	20.72	False	5.38	False	0.4	False
104	17-10-2025 18:47:36	19.59	4.49	1.64	86.0	33.0	93.0	20.09796	77.09085	8.57333	70.66667	19.59	False	4.49	False	1.64	False
105	17-10-2025 18:47:36	22.71	-0.61	1.75	87.0	46.0	93.0	22.71819	91.53862	7.95	75.33333	22.71	False	-0.6100000000000003	False	1.75	False
106	17-10-2025 18:47:36	22.75	-2.48	2.28	86.0	48.0	88.0	22.88478	96.2213	7.51667	74.0	22.75	False	-2.4799999999999995	False	2.28	False
107	17-10-2025 18:47:36	17.8	3.8	2.58	80.0	44.0	81.0	18.2011	77.94922	8.06	68.33333	17.8	False	3.8	False	2.58	False
108	17-10-2025 18:47:36	23.63	0.1	1.36	78.0	56.0	73.0	23.63021	89.75753	8.36333	69.0	23.63	False	0.09999999999999964	False	1.36	False
109	17-10-2025 18:47:36	23.45	2.1	1.02	76.0	44.0	81.0	23.54384	84.88269	8.85667	67.0	23.45	False	2.1	False	1.02	False
110	17-10-2025 18:47:36	21.1	8.0	0.71	80.0	68.0	81.0	22.56568	69.23593	9.93667	76.33333	21.1	False	8.0	False	0.71	False
111	17-10-2025 18:47:36	20.17	7.82	0.34	80.0	64.0	88.0	21.63288	68.80846	9.44333	77.33333	20.17	False	7.82	False	0.3400000000000001	False
112	17-10-2025 18:47:36	21.12	9.32	-0.38	84.0	58.0	79.0	23.08499	66.18871	10.02	73.66667	21.12	False	9.32	False	-0.3800000000000001	False
113	17-10-2025 18:47:36	24.18	5.14	1.35	75.0	70.0	81.0	24.72027	77.99913	10.22333	75.33333	24.18	False	5.14	False	1.35	False
114	17-10-2025 18:47:36	24.1	-1.08	2.28	81.0	41.0	79.0	24.12419	92.5659	8.43333	67.0	24.1	False	-1.08	False	2.28	False
115	17-10-2025 18:47:36	20.45	2.67	1.14	86.0	66.0	90.0	20.62356	82.56141	8.08667	80.66667	20.45	False	2.67	False	1.14	False
116	17-10-2025 18:47:36	22.85	0.35	0.52	84.0	48.0	95.0	22.85268	89.12245	7.90667	75.66667	22.85	False	0.3500000000000001	False	0.52	False
117	17-10-2025 18:47:36	20.74	2.89	0.8	88.0	63.0	90.0	20.94038	82.06724	8.14333	80.33333	20.74	False	2.89	False	0.8	False
118	17-10-2025 18:47:36	24.07	5.02	-0.64	80.0	53.0	85.0	24.58791	78.21935	9.48333	72.66667	24.07	False	5.02	False	-0.6399999999999999	False
119	17-10-2025 18:47:36	21.86	5.1	-0.31	85.0	44.0	82.0	22.44704	76.86764	8.88333	70.33333	21.86	False	5.1	False	-0.31000000000000005	False
120	17-10-2025 18:47:36	21.36	5.99	-1.28	88.0	69.0	86.0	22.184	74.33487	8.69	81.0	21.36	False	5.99	False	-1.28	False
121	17-10-2025 18:47:36	20.23	7.75	-2.29	91.0	33.0	88.0	21.66369	69.03844	8.56333	70.66667	20.23	False	7.75	False	-2.29	False
122	17-10-2025 18:47:36	18.98	4.56	-2.09	88.0	29.0	83.0	19.52009	76.49057	7.15	66.66667	18.98	False	4.56	False	-2.09	False
123	17-10-2025 18:47:36	18.75	9.59	-2.17	93.0	38.0	92.0	21.06017	62.91177	8.72333	74.33333	18.75	False	9.59	False	-2.17	False
124	17-10-2025 18:47:36	17.02	10.97	-2.68	93.0	52.0	85.0	20.24898	57.19677	8.43667	76.66667	17.02	False	10.97	False	-2.6800000000000006	False
125	17-10-2025 18:47:36	17.42	9.17	-3.22	92.0	51.0	90.0	19.68617	62.23739	7.79	77.66667	17.42	False	9.17	False	-3.2200000000000006	False
126	17-10-2025 18:47:36	17.29	10.72	-3.51	92.0	58.0	86.0	20.34361	58.20061	8.16667	78.66667	17.29	False	10.72	False	-3.51	False
127	17-10-2025 18:47:36	15.04	10.19	-3.36	91.0	46.0	82.0	18.16694	55.88132	7.29	73.0	15.04	False	10.19	False	-3.3600000000000003	False
128	17-10-2025 18:47:36	19.07	8.96	-3.64	86.0	50.0	88.0	21.07004	64.83361	8.13	74.66667	19.07	False	8.96	False	-3.6400000000000006	False
129	17-10-2025 18:47:36	18.15	11.57	-3.51	88.0	60.0	80.0	21.52411	57.48389	8.73667	76.0	18.15	False	11.57	False	-3.51	False
130	17-10-2025 18:47:36	18.22	10.42	-2.83	84.0	52.0	79.0	20.98916	60.2348	8.60333	71.66667	18.22	False	10.42	False	-2.83	False
131	17-10-2025 18:47:36	22.31	1.01	0.81	60.0	33.0	76.0	22.33285	87.40792	8.04333	56.33333	22.31	False	1.0099999999999998	False	0.81	False
132	17-10-2025 18:47:36	18.76	1.72	0.67	83.0	48.0	83.0	18.83868	84.76151	7.05	71.33333	18.76	False	1.7199999999999998	False	0.67	False
133	17-10-2025 18:47:36	20.43	1.52	-1.48	86.0	54.0	90.0	20.48647	85.74501	6.82333	76.66667	20.43	False	1.52	False	-1.4800000000000002	False
134	17-10-2025 18:47:36	17.55	6.68	-1.82	91.0	52.0	96.0	18.77831	69.16184	7.47	79.66667	17.55	False	6.68	False	-1.82	False
135	17-10-2025 18:47:36	17.63	6.39	-2.07	94.0	44.0	90.0	18.75231	70.07693	7.31667	76.0	17.63	False	6.39	False	-2.0700000000000003	False
136	17-10-2025 18:47:36	18.01	5.46	-1.92	84.0	68.0	89.0	18.81945	73.13454	7.18333	80.33333	18.01	False	5.46	False	-1.9199999999999997	False
137	17-10-2025 18:47:36	17.56	6.93	-1.88	86.0	62.0	85.0	18.87799	68.46348	7.53667	77.66667	17.56	False	6.93	False	-1.8799999999999997	False
138	17-10-2025 18:47:36	20.39	1.75	-1.34	81.0	66.0	85.0	20.46496	85.09453	6.93333	77.33333	20.39	False	1.75	False	-1.34	False
139	17-10-2025 18:47:36	22.99	-2.01	-1.67	82.0	53.0	90.0	23.0777	94.99663	6.43667	75.0	22.99	False	-2.01	False	-1.6699999999999997	False
140	17-10-2025 18:47:36	17.35	5.46	-2.41	94.0	41.0	93.0	18.18885	72.53135	6.8	76.0	17.35	False	5.46	False	-2.41	False
141	17-10-2025 18:47:37	21.26	2.93	-2.4	89.0	59.0	89.0	21.46095	82.15307	7.26333	79.0	21.26	False	2.93	False	-2.4000000000000004	False
142	17-10-2025 18:47:37	20.74	1.78	-3.51	89.0	51.0	90.0	20.81624	85.09464	6.33667	76.66667	20.74	False	1.7800000000000002	False	-3.51	False
143	17-10-2025 18:47:37	18.69	6.05	-2.43	95.0	62.0	91.0	19.64481	72.0631	7.43667	82.66667	18.69	False	6.05	False	-2.4300000000000006	False
144	17-10-2025 18:47:37	19.52	5.96	-1.92	91.0	39.0	85.0	20.40961	73.02111	7.85333	71.66667	19.52	False	5.96	False	-1.9199999999999997	False
145	17-10-2025 18:47:37	19.52	7.91	-0.43	84.0	75.0	89.0	21.06178	67.94096	9.0	82.66667	19.52	False	7.91	False	-0.42999999999999994	False
146	17-10-2025 18:47:37	19.73	4.65	0.93	87.0	52.0	90.0	20.27056	76.73844	8.43667	76.33333	19.73	False	4.65	False	0.93	False
147	17-10-2025 18:47:37	18.5	7.23	1.56	97.0	58.0	94.0	19.8626	68.6539	9.09667	83.0	18.5	False	7.23	False	1.56	False
148	17-10-2025 18:47:37	18.21	5.64	1.23	85.0	54.0	94.0	19.06341	72.7912	8.36	77.66667	18.21	False	5.64	False	1.23	False
149	17-10-2025 18:47:37	16.22	7.05	0.59	92.0	60.0	94.0	17.6859	66.50789	7.95333	82.0	16.22	False	7.05	False	0.59	False
