Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)	V1/X/E(cm/s)_clean	V1/X/E(cm/s)_is_spike	V2/Y/N(cm/s)_clean	V2/Y/N(cm/s)_is_spike	V3/Z/U(cm/s)_clean	V3/Z/U(cm/s)_is_spike
185	17-10-2025 21:33:18	16.67	-2.34	3.08	67.0	68.0	81.0	16.83343	97.99051	5.80333	72.0	16.67	False	4.160033300033257	True	3.08	False
186	17-10-2025 21:33:18	20.34	-10.29	2.77	72.0	73.0	76.0	22.79473	116.83483	4.27333	73.66667	20.34	False	2.702334332334305	True	2.77	False
187	17-10-2025 21:33:18	17.64	-6.5	-0.16	90.0	91.0	96.0	18.79946	110.22787	3.66	92.33333	17.64	False	1.4190675990675827	True	-0.16000000000000003	False
188	17-10-2025 21:33:18	16.86	1.79	-0.7	94.0	76.0	97.0	16.95475	83.9397	5.98333	89.0	16.86	False	0.30424242424241654	True	-0.6999999999999998	False
189	17-10-2025 21:33:18	18.63	0.21	-0.73	91.0	74.0	87.0	18.63118	89.35418	6.03667	84.0	18.63	False	0.21	False	-0.7300000000000001	False
190	17-10-2025 21:33:18	20.96	-1.96	0.68	79.0	95.0	96.0	21.05144	95.34228	6.56	90.0	20.96	False	-1.96	False	0.68	False
191	17-10-2025 21:33:18	22.12	-4.29	1.5	91.0	80.0	95.0	22.53217	100.97581	6.44333	88.66667	22.12	False	-4.29	False	1.5	False
192	17-10-2025 21:33:18	18.96	-2.61	0.71	95.0	77.0	96.0	19.1388	97.83797	5.68667	89.33333	18.96	False	-2.61	False	0.71	False
193	17-10-2025 21:33:18	18.72	-0.31	1.35	90.0	85.0	95.0	18.72257	90.94872	6.58667	90.0	18.72	False	-0.30999999999999994	False	1.35	False
194	17-10-2025 21:33:18	19.89	-1.23	1.92	93.0	80.0	94.0	19.928	93.53867	6.86	89.0	19.89	False	-1.23	False	1.92	False
195	17-10-2025 21:33:18	21.45	-4.93	2.6	87.0	93.0	95.0	22.00926	102.94389	6.37333	91.66667	21.45	False	-4.93	False	2.6	False
196	17-10-2025 21:33:18	22.41	-5.53	2.31	92.0	91.0	97.0	23.08222	103.86165	6.39667	93.33333	22.41	False	-5.53	False	2.31	False
197	17-10-2025 21:33:18	20.24	-2.96	2.09	94.0	87.0	99.0	20.4553	98.32024	6.45667	93.33333	20.24	False	-2.96	False	2.09	False
