Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
14228	17-10-2025 2:54:10	18.85000	2.75000	1.50000	90.00000	91.00000	96.00000	19.04954	81.69975	7.70000	92.33333
14229	17-10-2025 2:54:10	17.98000	2.85000	0.76000	96.00000	88.00000	97.00000	18.20448	80.99301	7.19667	93.66667
14230	17-10-2025 2:54:10	16.14000	3.82000	0.21000	94.00000	83.00000	94.00000	16.58590	76.68432	6.72333	90.33333
14231	17-10-2025 2:54:10	17.00000	3.51000	0.75000	93.00000	86.00000	94.00000	17.35857	78.33404	7.08667	91.00000
14232	17-10-2025 2:54:10	18.50000	2.69000	0.96000	93.00000	88.00000	97.00000	18.69455	81.72686	7.38333	92.66667
14233	17-10-2025 2:54:10	18.38000	2.56000	1.11000	96.00000	93.00000	98.00000	18.55742	82.07075	7.35000	95.66667
14234	17-10-2025 2:54:10	18.98000	1.52000	0.65000	95.00000	89.00000	97.00000	19.04077	85.42128	7.05000	93.66667
14235	17-10-2025 2:54:10	18.31000	1.55000	1.01000	87.00000	90.00000	97.00000	18.37549	85.16127	6.95667	91.33333
14236	17-10-2025 2:54:10	18.36000	3.73000	0.78000	94.00000	87.00000	98.00000	18.73506	78.51613	7.62333	93.00000
14237	17-10-2025 2:54:10	18.69000	1.49000	0.46000	96.00000	77.00000	98.00000	18.74930	85.44192	6.88000	90.33333
14238	17-10-2025 2:54:10	18.30000	3.38000	1.30000	95.00000	88.00000	95.00000	18.60952	79.53543	7.66000	92.66667
14239	17-10-2025 2:54:10	17.98000	0.97000	2.23000	88.00000	89.00000	88.00000	18.00615	86.91195	7.06000	88.33333
14240	17-10-2025 2:54:10	16.63000	-0.55000	1.21000	88.00000	90.00000	79.00000	16.63909	91.89424	5.76333	85.66667
14241	17-10-2025 2:54:10	18.58000	-0.29000	0.12000	93.00000	94.00000	98.00000	18.58226	90.89421	6.13667	95.00000
14242	17-10-2025 2:54:10	18.75000	-0.04000	-0.45000	94.00000	90.00000	96.00000	18.75004	90.12223	6.08667	93.33333
14243	17-10-2025 2:54:10	17.34000	2.49000	-0.48000	93.00000	83.00000	95.00000	17.51787	81.82827	6.45000	90.33333
