Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
1524	17-10-2025 22:49:42	19.85000	3.01000	0.03000	17.00000	56.00000	37.00000	20.07692	81.37751	7.63000	36.66667
1525	17-10-2025 22:49:42	11.10000	5.77000	0.45000	19.00000	38.00000	46.00000	12.51011	62.53370	5.77333	34.33333
1526	17-10-2025 22:49:42	12.20000	0.62000	0.53000	27.00000	12.00000	42.00000	12.21574	87.09075	4.45000	27.00000
1527	17-10-2025 22:49:42	17.94000	2.69000	1.02000	31.00000	36.00000	55.00000	18.14055	81.47236	7.21667	40.66667
1528	17-10-2025 22:49:42	11.23000	1.36000	1.00000	30.00000	51.00000	57.00000	11.31205	83.09487	4.53000	46.00000
1529	17-10-2025 22:49:42	15.03000	3.89000	-0.13000	36.00000	45.00000	38.00000	15.52524	75.48936	6.26333	39.66667
1530	17-10-2025 22:49:42	17.72000	4.86000	1.71000	39.00000	32.00000	20.00000	18.37438	74.66284	8.09667	30.33333
1531	17-10-2025 22:49:42	11.83000	3.58000	-0.53000	20.00000	67.00000	43.00000	12.35983	73.16311	4.96000	43.33333
1532	17-10-2025 22:49:42	18.19000	7.82000	1.12000	7.00000	55.00000	37.00000	19.79971	66.73681	9.04333	33.00000
1533	17-10-2025 22:49:42	13.37000	3.86000	0.07000	25.00000	56.00000	41.00000	13.91605	73.89625	5.76667	40.66667
1534	17-10-2025 22:49:42	5.90000	1.80000	0.66000	27.00000	45.00000	31.00000	6.16847	73.03385	2.78667	34.33333
1535	17-10-2025 22:49:42	10.28000	4.13000	-0.73000	23.00000	27.00000	46.00000	11.07860	68.11216	4.56000	32.00000
1536	17-10-2025 22:49:42	16.20000	3.99000	-0.56000	20.00000	47.00000	16.00000	16.68413	76.16365	6.54333	27.66667
1537	17-10-2025 22:49:42	35.16000	2.83000	4.42000	2.00000	50.00000	21.00000	35.27371	85.39823	14.13667	24.33333
1538	17-10-2025 22:49:42	13.41000	7.62000	-1.32000	33.00000	58.00000	48.00000	15.42376	60.39335	6.57000	46.33333
1539	17-10-2025 22:49:42	7.87000	4.77000	-0.62000	41.00000	55.00000	46.00000	9.20271	58.77998	4.00667	47.33333
1540	17-10-2025 22:49:42	9.01000	5.05000	-0.08000	20.00000	48.00000	28.00000	10.32873	60.72988	4.66000	32.00000
1541	17-10-2025 22:49:43	12.60000	10.62000	0.06000	47.00000	21.00000	51.00000	16.47860	49.87390	7.76000	39.66667
1542	17-10-2025 22:49:43	13.59000	5.77000	0.70000	5.00000	43.00000	51.00000	14.76418	66.99505	6.68667	33.00000
1543	17-10-2025 22:49:43	21.87000	3.03000	2.40000	27.00000	58.00000	43.00000	22.07890	82.11212	9.10000	42.66667
1544	17-10-2025 22:49:43	7.59000	8.12000	-0.48000	30.00000	32.00000	62.00000	11.11497	43.06778	5.07667	41.33333
