Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
1	18-10-2025 2:41:40	14.47000	-7.61000	0.68000	54.00000	76.00000	90.00000	16.34910	117.74059	2.51333	73.33333
2	18-10-2025 2:41:40	11.32000	-4.63000	0.73000	50.00000	65.00000	91.00000	12.23026	112.24508	2.47333	68.66667
3	18-10-2025 2:41:40	9.08000	-3.29000	0.74000	52.00000	62.00000	92.00000	9.65767	109.91721	2.17667	68.66667
4	18-10-2025 2:41:40	6.33000	-3.66000	0.23000	29.00000	56.00000	89.00000	7.31194	120.03646	0.96667	58.00000
5	18-10-2025 2:41:40	15.47000	-4.41000	0.87000	38.00000	56.00000	84.00000	16.08630	105.91115	3.97667	59.33333
6	18-10-2025 2:41:40	15.36000	-5.54000	1.24000	36.00000	75.00000	88.00000	16.32854	109.83321	3.68667	66.33333
7	18-10-2025 2:41:40	14.86000	-4.40000	1.17000	40.00000	63.00000	87.00000	15.49773	106.49386	3.87667	63.33333
8	18-10-2025 2:41:41	14.95000	-7.98000	1.15000	46.00000	46.00000	84.00000	16.94647	118.09238	2.70667	58.66667
9	18-10-2025 2:41:41	16.33000	-6.77000	1.06000	40.00000	60.00000	88.00000	17.67772	112.51765	3.54000	62.66667
10	18-10-2025 2:41:41	11.62000	-5.73000	1.06000	57.00000	61.00000	90.00000	12.95598	116.24861	2.31667	69.33333
11	18-10-2025 2:41:41	13.00000	-3.05000	1.10000	41.00000	60.00000	82.00000	13.35300	103.20367	3.68333	61.00000
12	18-10-2025 2:41:41	10.21000	-3.20000	0.26000	49.00000	61.00000	79.00000	10.69972	107.40194	2.42333	63.00000
13	18-10-2025 2:41:41	13.25000	-4.67000	0.38000	40.00000	71.00000	91.00000	14.04889	109.41515	2.98667	67.33333
14	18-10-2025 2:41:41	18.02000	-4.77000	1.05000	52.00000	62.00000	82.00000	18.64064	104.82648	4.76667	65.33333
15	18-10-2025 2:41:41	15.43000	-3.63000	1.12000	44.00000	72.00000	90.00000	15.85124	103.23845	4.30667	68.66667
