Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
888	17-10-2025 19:34:16	16.84000	5.29000	0.88000	92.00000	79.00000	91.00000	17.65134	72.56077	7.67000	87.33333
889	17-10-2025 19:34:16	16.34000	4.36000	3.59000	78.00000	83.00000	94.00000	16.91169	75.05985	8.09667	85.00000
890	17-10-2025 19:34:16	17.68000	4.54000	4.48000	90.00000	86.00000	97.00000	18.25360	75.59833	8.90000	91.00000
891	17-10-2025 19:34:16	17.74000	4.67000	4.65000	88.00000	92.00000	97.00000	18.34439	75.25167	9.02000	92.33333
892	17-10-2025 19:34:16	18.53000	2.21000	3.81000	90.00000	94.00000	97.00000	18.66132	83.19868	8.18333	93.66667
893	17-10-2025 19:34:16	17.69000	3.24000	2.91000	94.00000	86.00000	95.00000	17.98426	79.62107	7.94667	91.66667
894	17-10-2025 19:34:16	18.81000	3.87000	0.91000	91.00000	89.00000	93.00000	19.20398	78.37410	7.86333	91.00000
895	17-10-2025 19:34:16	20.16000	5.09000	1.08000	87.00000	93.00000	86.00000	20.79264	75.83009	8.77667	88.66667
896	17-10-2025 19:34:16	20.94000	1.21000	1.54000	88.00000	84.00000	94.00000	20.97493	86.69289	7.89667	88.66667
897	17-10-2025 19:34:16	18.98000	3.22000	0.80000	89.00000	83.00000	89.00000	19.25120	80.37132	7.66667	87.00000
898	17-10-2025 19:34:16	19.62000	2.47000	0.45000	91.00000	92.00000	92.00000	19.77487	82.82467	7.51333	91.66667
899	17-10-2025 19:34:16	18.20000	5.69000	0.22000	93.00000	84.00000	95.00000	19.06872	72.63881	8.03667	90.66667
900	17-10-2025 19:34:16	19.83000	2.69000	1.71000	83.00000	84.00000	92.00000	20.01162	82.27481	8.07667	86.33333
901	17-10-2025 19:34:17	20.18000	2.90000	2.09000	89.00000	90.00000	97.00000	20.38731	81.82220	8.39000	92.00000
902	17-10-2025 19:34:17	19.09000	2.87000	2.58000	91.00000	82.00000	97.00000	19.30453	81.45016	8.18000	90.00000
903	17-10-2025 19:34:17	18.58000	3.24000	3.06000	89.00000	90.00000	92.00000	18.86038	80.10817	8.29333	90.33333
904	17-10-2025 19:34:17	17.35000	2.58000	2.93000	91.00000	94.00000	98.00000	17.54078	81.54192	7.62000	94.33333
905	17-10-2025 19:34:17	18.54000	3.55000	2.53000	89.00000	94.00000	96.00000	18.87681	79.16033	8.20667	93.00000
906	17-10-2025 19:34:17	19.11000	1.75000	2.09000	93.00000	86.00000	97.00000	19.18996	84.76773	7.65000	92.00000
907	17-10-2025 19:34:17	17.80000	4.46000	0.84000	89.00000	90.00000	94.00000	18.35025	75.93347	7.70000	91.00000
908	17-10-2025 19:34:17	18.59000	3.07000	0.98000	91.00000	93.00000	97.00000	18.84179	80.62266	7.54667	93.66667
