Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
445	17-10-2025 23:36:36	2.57000	1.92000	0.25000	18.00000	81.00000	58.00000	3.20801	53.23726	1.58000	52.33333
446	17-10-2025 23:36:36	7.63000	1.16000	1.03000	26.00000	87.00000	83.00000	7.71767	81.35544	3.27333	65.33333
447	17-10-2025 23:36:36	3.94000	2.89000	0.17000	50.00000	93.00000	71.00000	4.88628	53.73986	2.33333	71.33333
448	17-10-2025 23:36:36	5.68000	2.12000	-0.02000	54.00000	91.00000	75.00000	6.06274	69.53244	2.59333	73.33333
449	17-10-2025 23:36:36	6.86000	2.40000	0.49000	49.00000	88.00000	80.00000	7.26771	70.71739	3.25000	72.33333
450	17-10-2025 23:36:36	3.83000	2.78000	0.59000	45.00000	75.00000	76.00000	4.73258	54.02603	2.40000	65.33333
451	17-10-2025 23:36:36	3.58000	2.18000	-0.19000	44.00000	87.00000	81.00000	4.19152	58.66115	1.85667	70.66667
452	17-10-2025 23:36:36	8.39000	2.38000	0.38000	61.00000	87.00000	81.00000	8.72104	74.16290	3.71667	76.33333
453	17-10-2025 23:36:36	-0.58000	2.45000	-0.21000	42.00000	87.00000	74.00000	2.51772	346.68130	0.55333	67.66667
454	17-10-2025 23:36:36	2.22000	2.72000	0.10000	38.00000	90.00000	76.00000	3.51095	39.22051	1.68000	68.00000
455	17-10-2025 23:36:36	4.05000	1.92000	0.19000	53.00000	90.00000	80.00000	4.48206	64.63558	2.05333	74.33333
456	17-10-2025 23:36:36	5.38000	2.61000	0.44000	31.00000	81.00000	63.00000	5.97967	64.12058	2.81000	58.33333
457	17-10-2025 23:36:36	7.91000	2.65000	0.89000	33.00000	84.00000	76.00000	8.34210	71.47817	3.81667	64.33333
458	17-10-2025 23:36:36	0.21000	1.94000	-0.34000	16.00000	84.00000	76.00000	1.95133	6.17806	0.60333	58.66667
459	17-10-2025 23:36:36	2.78000	4.23000	0.13000	26.00000	84.00000	75.00000	5.06175	33.31333	2.38000	61.66667
460	17-10-2025 23:36:36	5.38000	3.64000	0.05000	57.00000	87.00000	73.00000	6.49569	55.91851	3.02333	72.33333
461	17-10-2025 23:36:37	0.35000	1.36000	0.18000	66.00000	89.00000	66.00000	1.40431	14.43206	0.63000	73.66667
462	17-10-2025 23:36:37	8.33000	3.84000	0.77000	43.00000	85.00000	60.00000	9.17249	65.25104	4.31333	62.66667
463	17-10-2025 23:36:37	7.87000	1.46000	0.89000	38.00000	81.00000	63.00000	8.00428	79.49027	3.40667	60.66667
464	17-10-2025 23:36:37	5.95000	2.91000	0.84000	48.00000	83.00000	71.00000	6.62349	63.93787	3.23333	67.33333
465	17-10-2025 23:36:37	13.80000	3.02000	1.12000	28.00000	84.00000	76.00000	14.12658	77.65596	5.98000	62.66667
466	17-10-2025 23:36:37	-0.21000	1.26000	0.19000	36.00000	88.00000	80.00000	1.27738	350.53768	0.41333	68.00000
467	17-10-2025 23:36:37	11.80000	1.55000	1.57000	39.00000	86.00000	56.00000	11.90137	82.51670	4.97333	60.33333
468	17-10-2025 23:36:37	4.51000	2.79000	0.20000	28.00000	88.00000	83.00000	5.30323	58.25802	2.50000	66.33333
469	17-10-2025 23:36:37	3.21000	3.26000	-0.35000	61.00000	89.00000	73.00000	4.57512	44.55723	2.04000	74.33333
470	17-10-2025 23:36:37	9.16000	4.11000	0.69000	43.00000	86.00000	62.00000	10.03981	65.83471	4.65333	63.66667
471	17-10-2025 23:36:37	9.06000	-0.11000	1.09000	30.00000	77.00000	59.00000	9.06067	90.69561	3.34667	55.33333
472	17-10-2025 23:36:37	8.86000	2.99000	0.95000	36.00000	70.00000	76.00000	9.35092	71.35191	4.26667	60.66667
473	17-10-2025 23:36:37	16.65000	1.74000	1.75000	13.00000	85.00000	78.00000	16.74067	84.03399	6.71333	58.66667
474	17-10-2025 23:36:37	10.54000	2.40000	0.77000	42.00000	79.00000	80.00000	10.80979	77.17224	4.57000	67.00000
475	17-10-2025 23:36:37	6.44000	4.32000	0.54000	43.00000	89.00000	73.00000	7.75474	56.14600	3.76667	68.33333
476	17-10-2025 23:36:37	10.20000	3.53000	0.99000	35.00000	91.00000	66.00000	10.79356	70.91037	4.90667	64.00000
477	17-10-2025 23:36:37	5.91000	2.42000	0.54000	21.00000	89.00000	69.00000	6.38627	67.73210	2.95667	59.66667
478	17-10-2025 23:36:37	6.32000	2.38000	0.23000	33.00000	88.00000	77.00000	6.75328	69.36451	2.97667	66.00000
479	17-10-2025 23:36:37	3.64000	0.71000	-0.16000	35.00000	76.00000	67.00000	3.70860	78.96276	1.39667	59.33333
480	17-10-2025 23:36:37	1.56000	3.68000	-0.56000	49.00000	79.00000	63.00000	3.99700	22.97272	1.56000	63.66667
481	17-10-2025 23:36:37	3.94000	-0.60000	0.41000	51.00000	82.00000	75.00000	3.98542	98.65872	1.25000	69.33333
482	17-10-2025 23:36:37	6.86000	1.42000	0.57000	33.00000	80.00000	74.00000	7.00543	78.30511	2.95000	62.33333
483	17-10-2025 23:36:37	9.97000	2.60000	1.20000	31.00000	81.00000	70.00000	10.30344	75.38380	4.59000	60.66667
484	17-10-2025 23:36:37	14.52000	0.91000	2.05000	24.00000	84.00000	77.00000	14.54849	86.41384	5.82667	61.66667
485	17-10-2025 23:36:37	11.30000	2.32000	0.80000	30.00000	86.00000	63.00000	11.53570	78.39784	4.80667	59.66667
486	17-10-2025 23:36:37	8.45000	1.23000	0.91000	31.00000	84.00000	74.00000	8.53905	81.71807	3.53000	63.00000
487	17-10-2025 23:36:37	13.81000	1.74000	1.53000	20.00000	87.00000	68.00000	13.91918	82.81882	5.69333	58.33333
488	17-10-2025 23:36:37	1.96000	1.92000	0.27000	24.00000	84.00000	52.00000	2.74372	45.59066	1.38333	53.33333
489	17-10-2025 23:36:37	0.56000	0.08000	-0.18000	39.00000	61.00000	64.00000	0.56569	81.86990	0.15333	54.66667
490	17-10-2025 23:36:37	15.38000	2.92000	1.70000	26.00000	77.00000	61.00000	15.65474	79.24994	6.66667	54.66667
491	17-10-2025 23:36:37	6.21000	1.90000	0.70000	41.00000	83.00000	68.00000	6.49416	72.98808	2.93667	64.00000
492	17-10-2025 23:36:37	5.46000	0.79000	0.49000	24.00000	80.00000	67.00000	5.51686	81.76709	2.24667	57.00000
493	17-10-2025 23:36:37	-0.49000	0.35000	-0.02000	18.00000	80.00000	72.00000	0.60216	305.53768	-0.05333	56.66667
494	17-10-2025 23:36:37	6.05000	4.60000	0.96000	42.00000	77.00000	65.00000	7.60016	52.75316	3.87000	61.33333
495	17-10-2025 23:36:37	14.23000	2.00000	1.54000	32.00000	81.00000	63.00000	14.36986	81.99959	5.92333	58.66667
496	17-10-2025 23:36:37	12.40000	5.12000	0.68000	39.00000	87.00000	63.00000	13.41545	67.56411	6.06667	63.00000
497	17-10-2025 23:36:37	-1.71000	2.39000	-0.53000	21.00000	89.00000	66.00000	2.93874	324.41699	0.05000	58.66667
498	17-10-2025 23:36:37	2.30000	2.21000	-0.24000	40.00000	83.00000	73.00000	3.18969	46.14322	1.42333	65.33333
499	17-10-2025 23:36:37	1.86000	2.67000	0.18000	45.00000	83.00000	66.00000	3.25400	34.86220	1.57000	64.66667
500	17-10-2025 23:36:37	14.44000	5.02000	0.96000	28.00000	88.00000	68.00000	15.28771	70.83023	6.80667	61.33333
501	17-10-2025 23:36:38	7.64000	2.40000	1.04000	34.00000	75.00000	80.00000	8.00810	72.56061	3.69333	63.00000
502	17-10-2025 23:36:38	3.89000	0.88000	0.45000	31.00000	73.00000	68.00000	3.98830	77.25304	1.74000	57.33333
503	17-10-2025 23:36:38	9.94000	2.85000	1.17000	39.00000	82.00000	75.00000	10.34051	74.00133	4.65333	65.33333
504	17-10-2025 23:36:38	6.06000	2.65000	0.62000	29.00000	79.00000	81.00000	6.61408	66.38054	3.11000	63.00000
505	17-10-2025 23:36:38	0.71000	2.73000	-0.45000	31.00000	89.00000	59.00000	2.82082	14.57815	0.99667	59.66667
506	17-10-2025 23:36:38	7.00000	4.68000	0.19000	42.00000	77.00000	65.00000	8.42036	56.23444	3.95667	61.33333
507	17-10-2025 23:36:38	-0.01000	2.95000	-0.48000	37.00000	84.00000	68.00000	2.95002	359.80578	0.82000	63.00000
508	17-10-2025 23:36:38	4.61000	3.89000	-0.09000	30.00000	73.00000	75.00000	6.03193	49.84173	2.80333	59.33333
509	17-10-2025 23:36:38	7.11000	4.93000	0.48000	47.00000	87.00000	65.00000	8.65199	55.26296	4.17333	66.33333
510	17-10-2025 23:36:38	6.48000	2.18000	0.92000	33.00000	83.00000	67.00000	6.83687	71.40604	3.19333	61.00000
511	17-10-2025 23:36:38	10.64000	2.64000	1.05000	38.00000	80.00000	74.00000	10.96263	76.06516	4.77667	64.00000
512	17-10-2025 23:36:38	15.02000	6.12000	0.94000	30.00000	85.00000	69.00000	16.21896	67.83123	7.36000	61.33333
513	17-10-2025 23:36:38	5.27000	2.31000	0.32000	16.00000	81.00000	70.00000	5.75404	66.33071	2.63333	55.66667
514	17-10-2025 23:36:38	14.22000	2.51000	1.33000	34.00000	80.00000	46.00000	14.43982	79.98972	6.02000	53.33333
515	17-10-2025 23:36:38	13.09000	1.79000	1.57000	19.00000	85.00000	64.00000	13.21182	82.21335	5.48333	56.00000
516	17-10-2025 23:36:38	11.92000	1.74000	1.28000	29.00000	87.00000	59.00000	12.04633	81.69501	4.98000	58.33333
517	17-10-2025 23:36:38	6.22000	4.25000	0.88000	46.00000	78.00000	57.00000	7.53332	55.65599	3.78333	60.33333
518	17-10-2025 23:36:38	2.85000	3.35000	-0.01000	33.00000	88.00000	66.00000	4.39830	40.38935	2.06333	62.33333
519	17-10-2025 23:36:38	0.06000	1.16000	0.10000	39.00000	79.00000	61.00000	1.16155	2.96094	0.44000	59.66667
520	17-10-2025 23:36:38	5.49000	5.10000	0.32000	52.00000	82.00000	63.00000	7.49334	47.10909	3.63667	65.66667
521	17-10-2025 23:36:38	8.39000	3.69000	0.53000	53.00000	86.00000	67.00000	9.16560	66.25966	4.20333	68.66667
522	17-10-2025 23:36:38	5.76000	7.00000	-0.09000	57.00000	76.00000	70.00000	9.06519	39.44950	4.22333	67.66667
523	17-10-2025 23:36:38	2.19000	3.60000	-0.46000	35.00000	80.00000	72.00000	4.21380	31.31354	1.77667	62.33333
524	17-10-2025 23:36:38	3.32000	2.28000	0.62000	43.00000	77.00000	70.00000	4.02751	55.52078	2.07333	63.33333
525	17-10-2025 23:36:38	5.52000	5.02000	0.04000	41.00000	77.00000	56.00000	7.46129	47.71598	3.52667	58.00000
526	17-10-2025 23:36:38	6.23000	3.48000	0.16000	63.00000	80.00000	73.00000	7.13606	60.81282	3.29000	72.00000
527	17-10-2025 23:36:38	8.67000	1.65000	0.83000	53.00000	90.00000	60.00000	8.82561	79.22481	3.71667	67.66667
528	17-10-2025 23:36:38	8.62000	2.52000	1.16000	22.00000	92.00000	74.00000	8.98080	73.70407	4.10000	62.66667
529	17-10-2025 23:36:38	6.08000	2.96000	0.65000	35.00000	90.00000	66.00000	6.76225	64.04123	3.23000	63.66667
530	17-10-2025 23:36:38	2.56000	1.87000	0.16000	52.00000	86.00000	74.00000	3.17025	53.85304	1.53000	70.66667
531	17-10-2025 23:36:38	7.35000	6.31000	0.14000	40.00000	83.00000	69.00000	9.68703	49.35380	4.60000	64.00000
532	17-10-2025 23:36:38	-1.82000	3.21000	-0.33000	43.00000	90.00000	64.00000	3.69005	330.44771	0.35333	65.66667
533	17-10-2025 23:36:38	3.54000	2.77000	0.05000	37.00000	91.00000	74.00000	4.49494	51.95732	2.12000	67.33333
534	17-10-2025 23:36:38	6.25000	5.76000	-0.46000	47.00000	87.00000	52.00000	8.49942	47.33633	3.85000	62.00000
535	17-10-2025 23:36:38	3.54000	2.49000	-0.09000	43.00000	77.00000	62.00000	4.32801	54.87784	1.98000	60.66667
536	17-10-2025 23:36:38	2.62000	4.05000	0.28000	40.00000	80.00000	70.00000	4.82358	32.89938	2.31667	63.33333
537	17-10-2025 23:36:38	-0.13000	1.29000	-0.71000	33.00000	83.00000	65.00000	1.29653	354.24543	0.15000	60.33333
538	17-10-2025 23:36:38	2.78000	-0.70000	0.09000	43.00000	71.00000	54.00000	2.86678	104.13319	0.72333	56.00000
539	17-10-2025 23:36:38	6.99000	2.47000	1.72000	28.00000	70.00000	55.00000	7.41357	70.53853	3.72667	51.00000
540	17-10-2025 23:36:38	10.81000	3.04000	1.11000	29.00000	81.00000	67.00000	11.22932	74.29290	4.98667	59.00000
