Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
2640	17-10-2025 23:30:26	18.75000	4.52000	0.82000	81.00000	65.00000	87.00000	19.28712	76.44649	8.03000	77.66667
2641	17-10-2025 23:30:26	17.51000	5.87000	1.28000	89.00000	64.00000	83.00000	18.46773	71.46694	8.22000	78.66667
2642	17-10-2025 23:30:26	18.16000	6.53000	0.98000	83.00000	63.00000	84.00000	19.29836	70.22235	8.55667	76.66667
2643	17-10-2025 23:30:26	15.89000	11.10000	0.38000	87.00000	68.00000	87.00000	19.38304	55.06368	9.12333	80.66667
2644	17-10-2025 23:30:26	17.50000	6.77000	0.64000	85.00000	59.00000	83.00000	18.76387	68.85068	8.30333	75.66667
2645	17-10-2025 23:30:26	19.99000	4.60000	1.14000	89.00000	66.00000	86.00000	20.51244	77.04097	8.57667	80.33333
2646	17-10-2025 23:30:26	19.11000	7.66000	0.93000	86.00000	64.00000	92.00000	20.58805	68.15725	9.23333	80.66667
2647	17-10-2025 23:30:26	16.83000	8.38000	0.48000	75.00000	59.00000	85.00000	18.80089	63.53035	8.56333	73.00000
2648	17-10-2025 23:30:26	20.42000	4.81000	0.54000	83.00000	65.00000	87.00000	20.97886	76.74541	8.59000	78.33333
2649	17-10-2025 23:30:26	20.32000	7.51000	0.59000	83.00000	65.00000	81.00000	21.66339	69.71636	9.47333	76.33333
2650	17-10-2025 23:30:26	18.74000	7.85000	0.95000	81.00000	71.00000	84.00000	20.31773	67.27167	9.18000	78.66667
2651	17-10-2025 23:30:26	19.08000	7.53000	0.34000	78.00000	46.00000	83.00000	20.51213	68.46313	8.98333	69.00000
2652	17-10-2025 23:30:26	20.32000	7.70000	0.74000	89.00000	68.00000	90.00000	21.72999	69.24645	9.58667	82.33333
2653	17-10-2025 23:30:26	20.53000	10.56000	0.69000	83.00000	77.00000	88.00000	23.08667	62.78011	10.59333	82.66667
2654	17-10-2025 23:30:26	19.88000	9.99000	0.18000	80.00000	61.00000	81.00000	22.24892	63.31978	10.01667	74.00000
2655	17-10-2025 23:30:26	21.95000	10.06000	0.60000	84.00000	72.00000	60.00000	24.14552	65.37734	10.87000	72.00000
2656	17-10-2025 23:30:26	21.57000	11.03000	0.98000	78.00000	73.00000	89.00000	24.22655	62.91669	11.19333	80.00000
2657	17-10-2025 23:30:26	24.78000	9.92000	1.43000	85.00000	65.00000	84.00000	26.69185	68.18265	12.04333	78.00000
2658	17-10-2025 23:30:26	24.51000	6.44000	0.74000	83.00000	59.00000	87.00000	25.34194	75.27830	10.56333	76.33333
2659	17-10-2025 23:30:26	25.48000	7.32000	0.91000	83.00000	69.00000	80.00000	26.51062	73.97148	11.23667	77.33333
2660	17-10-2025 23:30:26	23.51000	7.43000	1.16000	89.00000	72.00000	90.00000	24.65614	72.46160	10.70000	83.66667
2661	17-10-2025 23:30:27	21.94000	11.10000	0.55000	83.00000	74.00000	83.00000	24.58808	63.16400	11.19667	80.00000
2662	17-10-2025 23:30:27	19.90000	11.79000	0.30000	82.00000	75.00000	75.00000	23.13037	59.35486	10.66333	77.33333
2663	17-10-2025 23:30:27	21.92000	7.77000	0.42000	88.00000	58.00000	76.00000	23.25638	70.48207	10.03667	74.00000
2664	17-10-2025 23:30:27	21.66000	7.53000	0.89000	87.00000	55.00000	88.00000	22.93156	70.83023	10.02667	76.66667
2665	17-10-2025 23:30:27	20.30000	7.89000	0.12000	74.00000	66.00000	87.00000	21.77940	68.76039	9.43667	75.66667
2666	17-10-2025 23:30:27	18.95000	9.71000	0.79000	78.00000	55.00000	85.00000	21.29288	62.86935	9.81667	72.66667
2667	17-10-2025 23:30:27	21.76000	4.49000	0.59000	78.00000	70.00000	85.00000	22.21841	78.34111	8.94667	77.66667
2668	17-10-2025 23:30:27	21.96000	5.93000	0.62000	84.00000	48.00000	88.00000	22.74657	74.88848	9.50333	73.33333
2669	17-10-2025 23:30:27	19.77000	7.67000	0.34000	72.00000	70.00000	87.00000	21.20570	68.79566	9.26000	76.33333
2670	17-10-2025 23:30:27	19.46000	9.52000	0.60000	78.00000	81.00000	81.00000	21.66384	63.93172	9.86000	80.00000
2671	17-10-2025 23:30:27	19.20000	6.97000	0.38000	83.00000	74.00000	87.00000	20.42599	70.04805	8.85000	81.33333
2672	17-10-2025 23:30:27	20.89000	2.27000	0.01000	84.00000	64.00000	84.00000	21.01297	83.79832	7.72333	77.33333
2673	17-10-2025 23:30:27	18.98000	4.34000	0.21000	75.00000	61.00000	86.00000	19.46987	77.12008	7.84333	74.00000
2674	17-10-2025 23:30:27	20.19000	8.14000	0.11000	83.00000	78.00000	80.00000	21.76915	68.04219	9.48000	80.33333
2675	17-10-2025 23:30:27	19.92000	5.76000	0.53000	61.00000	63.00000	68.00000	20.73606	73.87242	8.73667	64.00000
2676	17-10-2025 23:30:27	20.87000	5.53000	0.73000	74.00000	60.00000	73.00000	21.59022	75.15918	9.04333	69.00000
2677	17-10-2025 23:30:27	22.58000	2.74000	1.39000	76.00000	66.00000	84.00000	22.74564	83.08119	8.90333	75.33333
2678	17-10-2025 23:30:27	20.14000	4.76000	1.32000	86.00000	60.00000	86.00000	20.69486	76.70241	8.74000	77.33333
2679	17-10-2025 23:30:27	24.33000	-1.24000	1.46000	82.00000	59.00000	79.00000	24.36158	92.91761	8.18333	73.33333
2680	17-10-2025 23:30:27	21.34000	1.22000	1.61000	86.00000	68.00000	83.00000	21.37485	86.72798	8.05667	79.00000
2681	17-10-2025 23:30:27	19.00000	4.34000	1.66000	87.00000	64.00000	88.00000	19.48937	77.13319	8.33333	79.66667
2682	17-10-2025 23:30:27	19.93000	4.51000	-0.05000	77.00000	65.00000	85.00000	20.43392	77.24918	8.13000	75.66667
2683	17-10-2025 23:30:27	18.53000	4.67000	1.40000	71.00000	53.00000	78.00000	19.10942	75.85468	8.20000	67.33333
2684	17-10-2025 23:30:27	19.53000	3.29000	0.94000	77.00000	59.00000	77.00000	19.80518	80.43780	7.92000	71.00000
2685	17-10-2025 23:30:27	21.58000	-0.16000	1.01000	79.00000	48.00000	86.00000	21.58059	90.42480	7.47667	71.00000
2686	17-10-2025 23:30:27	21.33000	2.18000	1.10000	81.00000	68.00000	89.00000	21.44111	84.16443	8.20333	79.33333
2687	17-10-2025 23:30:27	19.26000	8.13000	1.06000	82.00000	63.00000	87.00000	20.90561	67.11450	9.48333	77.33333
