Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
277	17-10-2025 19:14:24	24.92000	-0.73000	5.23000	81.00000	69.00000	87.00000	24.93069	91.67793	9.80667	79.00000
278	17-10-2025 19:14:24	24.18000	-2.40000	4.86000	83.00000	53.00000	95.00000	24.29881	95.66836	8.88000	77.00000
279	17-10-2025 19:14:24	24.28000	-2.59000	5.33000	76.00000	78.00000	92.00000	24.41775	96.08884	9.00667	82.00000
280	17-10-2025 19:14:24	23.11000	-6.14000	3.80000	85.00000	64.00000	91.00000	23.91175	104.87894	6.92333	80.00000
281	17-10-2025 19:14:24	22.14000	-4.19000	1.52000	92.00000	61.00000	91.00000	22.53299	100.71650	6.49000	81.33333
282	17-10-2025 19:14:24	19.82000	1.79000	0.48000	88.00000	77.00000	93.00000	19.90067	84.83946	7.36333	86.00000
283	17-10-2025 19:14:24	19.84000	2.93000	-0.06000	89.00000	72.00000	88.00000	20.05519	81.59920	7.57000	83.00000
284	17-10-2025 19:14:24	21.06000	-0.37000	1.15000	92.00000	63.00000	91.00000	21.06325	91.00652	7.28000	82.00000
285	17-10-2025 19:14:24	20.50000	-0.59000	1.06000	88.00000	79.00000	95.00000	20.50849	91.64855	6.99000	87.33333
286	17-10-2025 19:14:24	19.83000	1.98000	2.94000	88.00000	80.00000	92.00000	19.92861	84.29799	8.25000	86.66667
287	17-10-2025 19:14:24	20.58000	-0.18000	3.44000	95.00000	69.00000	93.00000	20.58079	90.50112	7.94667	85.66667
288	17-10-2025 19:14:24	18.93000	-0.48000	4.22000	85.00000	78.00000	97.00000	18.93608	91.45251	7.55667	86.66667
289	17-10-2025 19:14:24	20.16000	-0.47000	3.86000	91.00000	71.00000	96.00000	20.16548	91.33552	7.85000	86.00000
290	17-10-2025 19:14:24	20.69000	-0.04000	3.08000	80.00000	58.00000	97.00000	20.69004	90.11077	7.91000	78.33333
291	17-10-2025 19:14:24	18.81000	1.50000	3.46000	92.00000	69.00000	97.00000	18.86971	85.44061	7.92333	86.00000
292	17-10-2025 19:14:24	18.75000	2.45000	3.06000	87.00000	60.00000	96.00000	18.90939	82.55553	8.08667	81.00000
293	17-10-2025 19:14:24	19.03000	1.83000	3.19000	86.00000	58.00000	87.00000	19.11779	84.50710	8.01667	77.00000
294	17-10-2025 19:14:24	18.82000	1.69000	5.66000	88.00000	82.00000	87.00000	18.89573	84.86871	8.72333	85.66667
295	17-10-2025 19:14:24	18.29000	1.97000	5.54000	85.00000	69.00000	96.00000	18.39579	83.85242	8.60000	83.33333
296	17-10-2025 19:14:24	17.14000	3.91000	4.39000	89.00000	77.00000	98.00000	17.58032	77.14951	8.48000	88.00000
297	17-10-2025 19:14:24	19.57000	2.43000	3.39000	91.00000	81.00000	98.00000	19.72029	82.92183	8.46333	90.00000
298	17-10-2025 19:14:24	19.64000	2.58000	2.70000	91.00000	71.00000	96.00000	19.80874	82.51622	8.30667	86.00000
299	17-10-2025 19:14:24	18.05000	6.44000	2.49000	89.00000	77.00000	96.00000	19.16445	70.36428	8.99333	87.33333
300	17-10-2025 19:14:25	17.72000	7.34000	2.35000	89.00000	63.00000	94.00000	19.18004	67.49963	9.13667	82.00000
301	17-10-2025 19:14:25	18.59000	5.35000	3.29000	57.00000	71.00000	85.00000	19.34452	73.94476	9.07667	71.00000
302	17-10-2025 19:14:25	23.59000	-5.00000	4.21000	80.00000	75.00000	90.00000	24.11406	101.96698	7.60000	81.66667
303	17-10-2025 19:14:25	22.08000	-3.39000	2.96000	87.00000	80.00000	94.00000	22.33872	98.72861	7.21667	87.00000
304	17-10-2025 19:14:25	21.59000	-2.02000	1.77000	90.00000	83.00000	91.00000	21.68429	95.34514	7.11333	88.00000
305	17-10-2025 19:14:25	22.04000	-0.77000	1.00000	88.00000	71.00000	96.00000	22.05345	92.00090	7.42333	85.00000
306	17-10-2025 19:14:25	22.51000	0.51000	1.24000	92.00000	77.00000	92.00000	22.51578	88.70209	8.08667	87.00000
307	17-10-2025 19:14:25	22.25000	4.53000	2.10000	89.00000	68.00000	97.00000	22.70646	78.49212	9.62667	84.66667
308	17-10-2025 19:14:25	23.12000	2.53000	3.19000	90.00000	66.00000	83.00000	23.25802	83.75502	9.61333	79.66667
309	17-10-2025 19:14:25	21.01000	2.50000	3.78000	89.00000	67.00000	90.00000	21.15822	83.21423	9.09667	82.00000
310	17-10-2025 19:14:25	19.58000	8.62000	2.88000	90.00000	70.00000	91.00000	21.39348	66.23874	10.36000	83.66667
311	17-10-2025 19:14:25	18.72000	4.56000	2.53000	90.00000	66.00000	92.00000	19.26738	76.30995	8.60333	82.66667
312	17-10-2025 19:14:25	18.10000	2.58000	3.08000	88.00000	68.00000	94.00000	18.28295	81.88762	7.92000	83.33333
313	17-10-2025 19:14:25	16.64000	3.43000	3.04000	91.00000	82.00000	92.00000	16.98984	78.35277	7.70333	88.33333
314	17-10-2025 19:14:25	16.88000	0.95000	2.58000	93.00000	73.00000	95.00000	16.90671	86.77881	6.80333	87.00000
315	17-10-2025 19:14:25	15.54000	0.79000	1.97000	92.00000	76.00000	98.00000	15.56007	87.08979	6.10000	88.66667
316	17-10-2025 19:14:25	15.99000	1.36000	1.29000	95.00000	69.00000	98.00000	16.04773	85.13851	6.21333	87.33333
317	17-10-2025 19:14:25	16.84000	1.63000	0.17000	95.00000	79.00000	95.00000	16.91870	84.47137	6.21333	89.66667
318	17-10-2025 19:14:25	17.11000	2.93000	0.01000	93.00000	73.00000	95.00000	17.35906	80.28265	6.68333	87.00000
319	17-10-2025 19:14:25	18.04000	4.56000	0.16000	91.00000	72.00000	94.00000	18.60740	75.81439	7.58667	85.66667
320	17-10-2025 19:14:25	19.11000	3.46000	-0.93000	91.00000	79.00000	89.00000	19.42070	79.73737	7.21333	86.33333
321	17-10-2025 19:14:25	20.94000	2.88000	-0.85000	90.00000	66.00000	90.00000	21.13712	82.16891	7.65667	82.00000
322	17-10-2025 19:14:25	19.56000	4.29000	-0.26000	91.00000	68.00000	93.00000	20.02493	77.62947	7.86333	84.00000
323	17-10-2025 19:14:25	20.98000	1.51000	0.03000	94.00000	80.00000	89.00000	21.03427	85.88333	7.50667	87.66667
324	17-10-2025 19:14:25	19.78000	-0.05000	0.20000	90.00000	89.00000	94.00000	19.78006	90.14483	6.64333	91.00000
325	17-10-2025 19:14:25	17.42000	0.66000	-0.60000	94.00000	77.00000	90.00000	17.43250	87.83024	5.82667	87.00000
326	17-10-2025 19:14:25	23.66000	1.48000	-0.01000	84.00000	75.00000	80.00000	23.70624	86.42065	8.37667	79.66667
327	17-10-2025 19:14:25	21.00000	-0.73000	-0.04000	93.00000	69.00000	91.00000	21.01268	91.99091	6.74333	84.33333
328	17-10-2025 19:14:25	21.84000	-0.62000	-1.40000	90.00000	78.00000	93.00000	21.84880	91.62609	6.60667	87.00000
329	17-10-2025 19:14:25	20.35000	1.95000	-1.51000	90.00000	71.00000	90.00000	20.44321	84.52645	6.93000	83.66667
330	17-10-2025 19:14:25	18.82000	3.97000	-0.63000	88.00000	75.00000	93.00000	19.23417	78.08833	7.38667	85.33333
331	17-10-2025 19:14:25	19.87000	4.41000	-0.37000	92.00000	77.00000	94.00000	20.35350	77.48646	7.97000	87.66667
332	17-10-2025 19:14:25	21.98000	5.22000	-0.94000	93.00000	60.00000	93.00000	22.59134	76.64040	8.75333	82.00000
333	17-10-2025 19:14:25	23.08000	3.24000	-0.89000	88.00000	62.00000	92.00000	23.30631	82.00896	8.47667	80.66667
334	17-10-2025 19:14:25	23.39000	2.22000	-0.07000	84.00000	81.00000	90.00000	23.49512	84.57816	8.51333	85.00000
335	17-10-2025 19:14:25	22.55000	4.66000	-0.58000	85.00000	73.00000	86.00000	23.02647	78.32407	8.87667	81.33333
336	17-10-2025 19:14:25	21.95000	6.88000	-1.57000	96.00000	69.00000	91.00000	23.00298	72.59694	9.08667	85.33333
337	17-10-2025 19:14:25	20.32000	3.79000	-1.39000	92.00000	74.00000	84.00000	20.67043	79.43483	7.57333	83.33333
338	17-10-2025 19:14:25	19.42000	2.70000	-0.23000	85.00000	74.00000	78.00000	19.60679	82.08480	7.29667	79.00000
339	17-10-2025 19:14:25	21.12000	1.87000	-0.18000	92.00000	68.00000	94.00000	21.20262	84.94013	7.60333	84.66667
340	17-10-2025 19:14:25	19.81000	2.21000	-0.96000	80.00000	74.00000	84.00000	19.93289	83.63441	7.02000	79.33333
341	17-10-2025 19:14:26	21.12000	1.14000	-0.67000	89.00000	70.00000	93.00000	21.15074	86.91033	7.19667	84.00000
342	17-10-2025 19:14:26	21.55000	4.41000	-0.08000	90.00000	71.00000	95.00000	21.99660	78.43465	8.62667	85.33333
343	17-10-2025 19:14:26	21.23000	2.78000	0.55000	86.00000	70.00000	92.00000	21.41124	82.53975	8.18667	82.66667
344	17-10-2025 19:14:26	21.91000	4.57000	0.06000	89.00000	78.00000	90.00000	22.38153	78.21814	8.84667	85.66667
345	17-10-2025 19:14:26	24.42000	5.54000	-0.50000	90.00000	69.00000	92.00000	25.04053	77.21805	9.82000	83.66667
346	17-10-2025 19:14:26	24.21000	4.51000	-0.42000	93.00000	58.00000	88.00000	24.62649	79.44752	9.43333	79.66667
347	17-10-2025 19:14:26	25.00000	5.95000	-1.16000	90.00000	74.00000	91.00000	25.69830	76.61267	9.93000	85.00000
348	17-10-2025 19:14:26	24.63000	6.80000	-1.40000	88.00000	80.00000	94.00000	25.55146	74.56591	10.01000	87.33333
349	17-10-2025 19:14:26	25.13000	4.92000	-1.46000	95.00000	77.00000	95.00000	25.60710	78.92264	9.53000	89.00000
350	17-10-2025 19:14:26	25.60000	2.91000	-0.72000	93.00000	76.00000	95.00000	25.76486	83.51492	9.26333	88.00000
351	17-10-2025 19:14:26	25.71000	2.79000	-0.78000	91.00000	66.00000	95.00000	25.86094	83.80661	9.24000	84.00000
352	17-10-2025 19:14:26	23.76000	6.47000	-0.65000	86.00000	60.00000	81.00000	24.62516	74.76733	9.86000	75.66667
353	17-10-2025 19:14:26	24.40000	5.62000	0.34000	88.00000	69.00000	93.00000	25.03886	77.02939	10.12000	83.33333
354	17-10-2025 19:14:26	25.84000	5.04000	-0.11000	94.00000	82.00000	96.00000	26.32693	78.96323	10.25667	90.66667
355	17-10-2025 19:14:26	25.16000	4.51000	-0.16000	93.00000	74.00000	90.00000	25.56102	79.83750	9.83667	85.66667
356	17-10-2025 19:14:26	24.46000	5.80000	0.14000	87.00000	71.00000	91.00000	25.13825	76.66029	10.13333	83.00000
357	17-10-2025 19:14:26	25.49000	7.29000	0.39000	91.00000	80.00000	91.00000	26.51196	74.03976	11.05667	87.33333
358	17-10-2025 19:14:26	25.26000	8.88000	-0.24000	92.00000	77.00000	90.00000	26.77540	70.63119	11.30000	86.33333
359	17-10-2025 19:14:26	24.45000	7.43000	0.08000	87.00000	74.00000	87.00000	25.55401	73.09673	10.65333	82.66667
360	17-10-2025 19:14:26	24.92000	3.34000	-0.76000	87.00000	64.00000	91.00000	25.14283	82.36620	9.16667	80.66667
361	17-10-2025 19:14:26	22.08000	9.48000	-0.75000	89.00000	50.00000	94.00000	24.02908	66.76384	10.27000	77.66667
362	17-10-2025 19:14:26	23.22000	7.56000	-1.07000	93.00000	79.00000	91.00000	24.41970	71.96571	9.90333	87.66667
363	17-10-2025 19:14:26	23.25000	5.92000	-1.36000	92.00000	59.00000	94.00000	23.99185	75.71470	9.27000	81.66667
364	17-10-2025 19:14:26	22.98000	5.04000	-0.99000	93.00000	64.00000	94.00000	23.52620	77.62969	9.01000	83.66667
365	17-10-2025 19:14:26	21.61000	7.01000	-1.35000	95.00000	76.00000	86.00000	22.71854	72.02762	9.09000	85.66667
366	17-10-2025 19:14:26	23.04000	3.73000	-2.32000	96.00000	56.00000	94.00000	23.33998	80.80404	8.15000	82.00000
367	17-10-2025 19:14:26	22.05000	4.72000	-2.00000	92.00000	75.00000	89.00000	22.54952	77.91767	8.25667	85.33333
368	17-10-2025 19:14:26	23.36000	3.20000	-0.22000	91.00000	72.00000	90.00000	23.57816	82.19981	8.78000	84.33333
369	17-10-2025 19:14:26	23.95000	3.36000	-0.97000	94.00000	76.00000	89.00000	24.18454	82.01397	8.78000	86.33333
