Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
444	18-10-2025 2:38:00	2.11000	-1.17000	0.42000	72.00000	78.00000	88.00000	2.41267	119.00847	0.45333	79.33333
445	18-10-2025 2:38:00	2.65000	0.74000	0.45000	81.00000	82.00000	81.00000	2.75138	74.39786	1.28000	81.33333
446	18-10-2025 2:38:00	1.49000	0.10000	0.01000	78.00000	78.00000	89.00000	1.49335	86.16040	0.53333	81.66667
447	18-10-2025 2:38:00	1.62000	-0.85000	-0.03000	72.00000	75.00000	85.00000	1.82945	117.68561	0.24667	77.33333
448	18-10-2025 2:38:00	1.96000	-3.03000	-0.18000	75.00000	72.00000	91.00000	3.60867	147.10260	-0.41667	79.33333
449	18-10-2025 2:38:00	3.91000	-1.15000	0.01000	68.00000	61.00000	80.00000	4.07561	106.38954	0.92333	69.66667
450	18-10-2025 2:38:00	2.65000	-0.64000	0.61000	68.00000	85.00000	92.00000	2.72619	103.57748	0.87333	81.66667
451	18-10-2025 2:38:00	5.80000	-0.96000	0.11000	79.00000	82.00000	87.00000	5.87891	99.39823	1.65000	82.66667
452	18-10-2025 2:38:00	0.78000	-2.02000	0.15000	68.00000	85.00000	83.00000	2.16536	158.88650	-0.36333	78.66667
453	18-10-2025 2:38:00	1.16000	-0.52000	0.06000	75.00000	84.00000	85.00000	1.27122	114.14554	0.23333	81.33333
454	18-10-2025 2:38:00	2.58000	0.53000	0.32000	75.00000	71.00000	86.00000	2.63388	78.39143	1.14333	77.33333
455	18-10-2025 2:38:00	0.69000	1.84000	-0.06000	63.00000	71.00000	79.00000	1.96512	20.55604	0.82333	71.00000
456	18-10-2025 2:38:00	0.72000	-1.80000	0.38000	84.00000	84.00000	88.00000	1.93866	158.19859	-0.23333	85.33333
457	18-10-2025 2:38:00	-0.57000	0.70000	0.42000	75.00000	70.00000	86.00000	0.90272	320.84457	0.18333	77.00000
458	18-10-2025 2:38:00	2.09000	-1.01000	0.87000	71.00000	71.00000	79.00000	2.32125	115.79232	0.65000	73.66667
459	18-10-2025 2:38:00	2.25000	-1.79000	0.32000	68.00000	83.00000	84.00000	2.87517	128.50420	0.26000	78.33333
460	18-10-2025 2:38:00	2.04000	-2.14000	0.26000	71.00000	72.00000	84.00000	2.95655	136.37045	0.05333	75.66667
461	18-10-2025 2:38:01	-2.10000	-2.22000	0.03000	69.00000	71.00000	82.00000	3.05588	223.40886	-1.43000	74.00000
462	18-10-2025 2:38:01	1.36000	-2.69000	0.29000	71.00000	80.00000	84.00000	3.01425	153.17993	-0.34667	78.33333
463	18-10-2025 2:38:01	2.06000	-2.22000	-0.05000	74.00000	83.00000	73.00000	3.02853	137.14090	-0.07000	76.66667
464	18-10-2025 2:38:01	2.15000	-2.82000	0.69000	63.00000	73.00000	90.00000	3.54611	142.67769	0.00667	75.33333
465	18-10-2025 2:38:01	2.56000	-3.07000	0.42000	66.00000	62.00000	85.00000	3.99731	140.17608	-0.03000	71.00000
466	18-10-2025 2:38:01	1.39000	-1.47000	0.49000	71.00000	76.00000	91.00000	2.02312	136.60226	0.13667	79.33333
467	18-10-2025 2:38:01	2.46000	0.57000	-0.25000	59.00000	81.00000	83.00000	2.52517	76.95436	0.92667	74.33333
468	18-10-2025 2:38:01	0.96000	-1.87000	0.32000	81.00000	66.00000	88.00000	2.10202	152.82544	-0.19667	78.33333
469	18-10-2025 2:38:01	0.34000	-0.24000	0.43000	59.00000	77.00000	79.00000	0.41617	125.21759	0.17667	71.66667
470	18-10-2025 2:38:01	2.60000	-2.77000	0.32000	73.00000	72.00000	85.00000	3.79907	136.81323	0.05000	76.66667
471	18-10-2025 2:38:01	0.56000	-2.29000	-0.06000	80.00000	75.00000	91.00000	2.35748	166.25849	-0.59667	82.00000
472	18-10-2025 2:38:01	-0.01000	-1.42000	0.73000	70.00000	82.00000	72.00000	1.42004	180.40348	-0.23333	74.66667
473	18-10-2025 2:38:01	3.43000	-1.11000	0.79000	81.00000	81.00000	85.00000	3.60514	107.93237	1.03667	82.33333
474	18-10-2025 2:38:01	1.24000	0.17000	0.07000	71.00000	66.00000	88.00000	1.25160	82.19360	0.49333	75.00000
475	18-10-2025 2:38:01	2.34000	1.11000	0.31000	76.00000	60.00000	90.00000	2.58992	64.62226	1.25333	75.33333
476	18-10-2025 2:38:01	0.97000	-0.04000	0.13000	89.00000	72.00000	83.00000	0.97082	92.36137	0.35333	81.33333
477	18-10-2025 2:38:01	3.97000	-0.82000	0.34000	67.00000	71.00000	79.00000	4.05380	101.67028	1.16333	72.33333
478	18-10-2025 2:38:01	3.26000	-1.88000	-0.20000	82.00000	66.00000	79.00000	3.76324	119.97149	0.39333	75.66667
479	18-10-2025 2:38:01	1.28000	-2.40000	0.08000	78.00000	77.00000	86.00000	2.72000	151.92751	-0.34667	80.33333
480	18-10-2025 2:38:01	-0.64000	0.24000	-0.06000	78.00000	68.00000	75.00000	0.68352	290.55605	-0.15333	73.66667
481	18-10-2025 2:38:01	-1.49000	1.74000	0.70000	76.00000	80.00000	85.00000	2.29079	319.42583	0.31667	80.33333
482	18-10-2025 2:38:01	-0.87000	0.35000	0.15000	74.00000	75.00000	89.00000	0.93776	291.91487	-0.12333	79.33333
483	18-10-2025 2:38:01	2.72000	0.06000	0.43000	78.00000	76.00000	81.00000	2.72066	88.73633	1.07000	78.33333
484	18-10-2025 2:38:01	0.73000	-0.73000	0.52000	72.00000	55.00000	82.00000	1.03238	135.00000	0.17333	69.66667
485	18-10-2025 2:38:01	0.06000	-2.67000	0.30000	62.00000	68.00000	87.00000	2.67067	178.71267	-0.77000	72.33333
486	18-10-2025 2:38:01	2.76000	-2.31000	0.32000	73.00000	72.00000	80.00000	3.59912	129.92787	0.25667	75.00000
487	18-10-2025 2:38:01	6.30000	-1.94000	0.38000	68.00000	56.00000	82.00000	6.59193	107.11551	1.58000	68.66667
488	18-10-2025 2:38:01	2.89000	-0.18000	0.39000	63.00000	71.00000	88.00000	2.89560	93.56399	1.03333	74.00000
489	18-10-2025 2:38:01	-0.12000	-0.11000	0.30000	79.00000	77.00000	92.00000	0.16279	227.48955	0.02333	82.66667
490	18-10-2025 2:38:01	-0.05000	0.07000	-0.10000	84.00000	81.00000	86.00000	0.08602	324.46232	-0.02667	83.66667
491	18-10-2025 2:38:01	0.82000	-0.41000	0.66000	78.00000	74.00000	91.00000	0.91679	116.56505	0.35667	81.00000
492	18-10-2025 2:38:01	-0.33000	-1.46000	0.09000	81.00000	81.00000	87.00000	1.49683	192.73640	-0.56667	83.00000
493	18-10-2025 2:38:01	3.31000	1.24000	0.65000	71.00000	72.00000	88.00000	3.53464	69.46293	1.73333	77.00000
494	18-10-2025 2:38:01	2.42000	-0.33000	-0.01000	79.00000	64.00000	93.00000	2.44240	97.76517	0.69333	78.66667
495	18-10-2025 2:38:01	2.47000	-0.59000	-0.06000	78.00000	77.00000	79.00000	2.53949	103.43430	0.60667	78.00000
496	18-10-2025 2:38:01	-0.51000	0.81000	0.32000	76.00000	64.00000	82.00000	0.95718	327.80427	0.20667	74.00000
497	18-10-2025 2:38:01	2.11000	0.04000	0.38000	78.00000	76.00000	78.00000	2.11038	88.91395	0.84333	77.33333
498	18-10-2025 2:38:01	2.55000	-1.29000	0.31000	81.00000	69.00000	92.00000	2.85773	116.83404	0.52333	80.66667
499	18-10-2025 2:38:01	2.64000	0.60000	0.17000	67.00000	75.00000	79.00000	2.70732	77.19573	1.13667	73.66667
500	18-10-2025 2:38:01	3.00000	-0.26000	0.25000	67.00000	75.00000	86.00000	3.01125	94.95326	0.99667	76.00000
501	18-10-2025 2:38:02	-0.99000	0.93000	0.58000	59.00000	73.00000	83.00000	1.35831	313.21009	0.17333	71.66667
502	18-10-2025 2:38:02	2.86000	-1.73000	0.19000	69.00000	63.00000	80.00000	3.34253	121.16954	0.44000	70.66667
503	18-10-2025 2:38:02	2.18000	-3.31000	0.43000	73.00000	61.00000	80.00000	3.96340	146.63069	-0.23333	71.33333
504	18-10-2025 2:38:02	2.68000	-2.88000	-0.08000	63.00000	64.00000	86.00000	3.93406	137.06011	-0.09333	71.00000
505	18-10-2025 2:38:02	3.56000	-1.05000	0.57000	75.00000	74.00000	82.00000	3.71162	106.43310	1.02667	77.00000
506	18-10-2025 2:38:02	1.82000	-0.38000	0.39000	67.00000	64.00000	76.00000	1.85925	101.79343	0.61000	69.00000
507	18-10-2025 2:38:02	-1.85000	-2.61000	0.33000	72.00000	62.00000	73.00000	3.19916	215.32948	-1.37667	69.00000
508	18-10-2025 2:38:02	2.59000	-2.45000	0.11000	60.00000	75.00000	79.00000	3.56519	133.40886	0.08333	71.33333
509	18-10-2025 2:38:02	-0.56000	-2.10000	0.57000	58.00000	60.00000	81.00000	2.17338	194.93142	-0.69667	66.33333
510	18-10-2025 2:38:02	2.45000	-1.55000	0.58000	59.00000	63.00000	81.00000	2.89914	122.31962	0.49333	67.66667
511	18-10-2025 2:38:02	2.21000	-3.26000	-0.02000	74.00000	72.00000	80.00000	3.93849	145.86610	-0.35667	75.33333
512	18-10-2025 2:38:02	4.16000	-2.37000	0.42000	57.00000	68.00000	84.00000	4.78774	119.67066	0.73667	69.66667
513	18-10-2025 2:38:02	0.33000	-3.25000	0.04000	57.00000	64.00000	66.00000	3.26671	174.20215	-0.96000	62.33333
514	18-10-2025 2:38:02	2.97000	-3.45000	0.39000	42.00000	56.00000	69.00000	4.55230	139.27584	-0.03000	55.66667
515	18-10-2025 2:38:02	2.99000	-2.41000	-0.12000	73.00000	68.00000	82.00000	3.84034	128.86951	0.15333	74.33333
516	18-10-2025 2:38:02	2.16000	-1.33000	0.62000	60.00000	47.00000	75.00000	2.53663	121.62230	0.48333	60.66667
517	18-10-2025 2:38:02	0.90000	-0.84000	0.34000	69.00000	73.00000	85.00000	1.23110	133.02507	0.13333	75.66667
518	18-10-2025 2:38:02	0.23000	0.25000	0.61000	71.00000	62.00000	73.00000	0.33971	42.61406	0.36333	68.66667
519	18-10-2025 2:38:02	2.21000	-2.95000	-0.17000	59.00000	63.00000	86.00000	3.68600	143.16119	-0.30333	69.33333
520	18-10-2025 2:38:02	1.63000	-2.20000	0.52000	69.00000	64.00000	80.00000	2.73805	143.46492	-0.01667	71.00000
521	18-10-2025 2:38:02	4.09000	0.90000	0.21000	72.00000	79.00000	76.00000	4.18785	77.58991	1.73333	75.66667
522	18-10-2025 2:38:02	0.07000	0.50000	0.56000	68.00000	72.00000	56.00000	0.50488	7.96961	0.37667	65.33333
523	18-10-2025 2:38:02	2.46000	-0.89000	0.59000	84.00000	70.00000	72.00000	2.61605	109.88955	0.72000	75.33333
524	18-10-2025 2:38:02	0.92000	-1.39000	0.69000	89.00000	62.00000	70.00000	1.66688	146.50060	0.07333	73.66667
525	18-10-2025 2:38:02	2.34000	1.36000	0.22000	77.00000	80.00000	80.00000	2.70651	59.83499	1.30667	79.00000
526	18-10-2025 2:38:02	5.05000	1.91000	-0.17000	82.00000	65.00000	60.00000	5.39913	69.28249	2.26333	69.00000
527	18-10-2025 2:38:02	2.64000	-1.64000	0.42000	86.00000	78.00000	78.00000	3.10793	121.84905	0.47333	80.66667
528	18-10-2025 2:38:02	1.60000	-0.42000	-0.23000	82.00000	75.00000	67.00000	1.65421	104.70830	0.31667	74.66667
529	18-10-2025 2:38:02	0.23000	-1.26000	0.08000	81.00000	84.00000	89.00000	1.28082	169.65514	-0.31667	84.66667
530	18-10-2025 2:38:02	1.94000	-0.20000	0.46000	74.00000	70.00000	82.00000	1.95028	95.88599	0.73333	75.33333
531	18-10-2025 2:38:02	2.30000	-1.19000	0.33000	76.00000	69.00000	74.00000	2.58961	117.35665	0.48000	73.00000
532	18-10-2025 2:38:02	3.86000	-0.85000	0.10000	78.00000	77.00000	86.00000	3.95248	102.41874	1.03667	80.33333
