Sample()	SampleTime(Date)	V1/X/E(cm/s)	V2/Y/N(cm/s)	V3/Z/U(cm/s)	Corr1(%)	Corr2(%)	Corr3(%)	Speed(cm/s)	Direction(deg)	MeanVel(cm/s)	MeanCorr(%)
231	17-10-2025 19:21:09	20.26000	2.36000	0.43000	84.00000	88.00000	95.00000	20.39699	83.35581	7.68333	89.00000
232	17-10-2025 19:21:09	18.87000	7.44000	-0.47000	96.00000	84.00000	92.00000	20.28375	68.48184	8.61333	90.66667
233	17-10-2025 19:21:09	18.56000	3.39000	1.71000	69.00000	88.00000	86.00000	18.86705	79.64898	7.88667	81.00000
234	17-10-2025 19:21:09	20.98000	1.17000	3.13000	85.00000	90.00000	92.00000	21.01260	86.80807	8.42667	89.00000
235	17-10-2025 19:21:09	21.96000	3.49000	2.22000	91.00000	92.00000	95.00000	22.23560	80.96977	9.22333	92.66667
236	17-10-2025 19:21:09	20.96000	3.15000	2.33000	86.00000	87.00000	97.00000	21.19538	81.45319	8.81333	90.00000
237	17-10-2025 19:21:09	21.29000	1.06000	1.26000	87.00000	87.00000	97.00000	21.31637	87.14968	7.87000	90.33333
238	17-10-2025 19:21:09	20.36000	0.68000	-0.86000	95.00000	83.00000	92.00000	20.37135	88.08710	6.72667	90.00000
239	17-10-2025 19:21:09	19.29000	2.51000	-1.48000	92.00000	88.00000	96.00000	19.45261	82.58637	6.77333	92.00000
240	17-10-2025 19:21:09	17.83000	1.67000	-0.34000	85.00000	89.00000	74.00000	17.90804	84.64915	6.38667	82.66667
241	17-10-2025 19:21:09	20.13000	0.30000	0.47000	94.00000	80.00000	92.00000	20.13223	89.14618	6.96667	88.66667
242	17-10-2025 19:21:09	21.44000	2.15000	-1.35000	95.00000	91.00000	96.00000	21.54753	84.27353	7.41333	94.00000
243	17-10-2025 19:21:09	21.34000	1.06000	-2.49000	97.00000	86.00000	94.00000	21.36631	87.15634	6.63667	92.33333
244	17-10-2025 19:21:09	22.18000	-0.77000	-2.63000	95.00000	79.00000	95.00000	22.19336	91.98828	6.26000	89.66667
245	17-10-2025 19:21:09	20.66000	3.89000	-2.22000	95.00000	90.00000	91.00000	21.02303	79.33682	7.44333	92.00000
246	17-10-2025 19:21:09	23.81000	1.09000	-2.61000	95.00000	81.00000	95.00000	23.83494	87.37888	7.43000	90.33333
247	17-10-2025 19:21:09	22.71000	0.61000	-2.06000	89.00000	87.00000	92.00000	22.71819	88.46138	7.08667	89.33333
248	17-10-2025 19:21:09	23.41000	1.58000	-2.01000	98.00000	86.00000	94.00000	23.46326	86.13882	7.66000	92.66667
249	17-10-2025 19:21:09	22.96000	1.64000	-2.15000	92.00000	82.00000	91.00000	23.01850	85.91438	7.48333	88.33333
250	17-10-2025 19:21:09	22.47000	0.84000	-2.27000	94.00000	72.00000	89.00000	22.48570	87.85910	7.01333	85.00000
251	17-10-2025 19:21:09	21.37000	2.94000	-2.29000	95.00000	84.00000	95.00000	21.57129	82.16665	7.34000	91.33333
252	17-10-2025 19:21:09	20.79000	3.48000	-2.26000	96.00000	91.00000	94.00000	21.07924	80.49746	7.33667	93.66667
253	17-10-2025 19:21:09	21.69000	2.45000	-2.54000	97.00000	82.00000	87.00000	21.82793	83.55546	7.20000	88.66667
254	17-10-2025 19:21:09	19.90000	1.62000	-2.39000	97.00000	80.00000	91.00000	19.96583	85.34598	6.37667	89.33333
255	17-10-2025 19:21:09	18.35000	2.72000	-1.54000	91.00000	81.00000	89.00000	18.55050	81.56850	6.51000	87.00000
256	17-10-2025 19:21:09	19.38000	0.59000	-0.99000	93.00000	86.00000	85.00000	19.38898	88.25624	6.32667	88.00000
257	17-10-2025 19:21:09	17.00000	-0.96000	-1.08000	96.00000	85.00000	95.00000	17.02708	93.23209	4.98667	92.00000
258	17-10-2025 19:21:09	16.20000	-0.31000	-0.43000	91.00000	87.00000	91.00000	16.20297	91.09627	5.15333	89.66667
259	17-10-2025 19:21:09	18.43000	-0.58000	-0.16000	93.00000	85.00000	92.00000	18.43912	91.80253	5.89667	90.00000
260	17-10-2025 19:21:09	19.91000	-0.64000	-1.80000	89.00000	83.00000	95.00000	19.92028	91.84112	5.82333	89.00000
261	17-10-2025 19:21:10	18.78000	-0.53000	-1.37000	92.00000	88.00000	87.00000	18.78748	91.61654	5.62667	89.00000
262	17-10-2025 19:21:10	18.58000	-0.86000	-1.16000	97.00000	91.00000	94.00000	18.59989	92.65012	5.52000	94.00000
263	17-10-2025 19:21:10	17.39000	2.48000	-1.07000	94.00000	86.00000	95.00000	17.56595	81.88374	6.26667	91.66667
264	17-10-2025 19:21:10	19.44000	0.44000	-0.83000	95.00000	90.00000	96.00000	19.44498	88.70340	6.35000	93.66667
265	17-10-2025 19:21:10	17.88000	1.51000	-0.09000	94.00000	74.00000	90.00000	17.94365	85.17272	6.43333	86.00000
266	17-10-2025 19:21:10	17.75000	0.10000	0.62000	92.00000	87.00000	89.00000	17.75028	89.67721	6.15667	89.33333
267	17-10-2025 19:21:10	18.02000	2.46000	0.55000	92.00000	95.00000	97.00000	18.18714	82.22632	7.01000	94.66667
268	17-10-2025 19:21:10	17.67000	3.61000	1.16000	91.00000	87.00000	94.00000	18.03499	78.45331	7.48000	90.66667
269	17-10-2025 19:21:10	17.38000	2.45000	2.47000	89.00000	92.00000	94.00000	17.55184	81.97608	7.43333	91.66667
270	17-10-2025 19:21:10	16.96000	1.20000	3.62000	88.00000	92.00000	97.00000	17.00240	85.95280	7.26000	92.33333
271	17-10-2025 19:21:10	16.58000	1.84000	3.37000	92.00000	88.00000	98.00000	16.68179	83.66739	7.26333	92.66667
272	17-10-2025 19:21:10	17.65000	1.29000	3.17000	91.00000	90.00000	98.00000	17.69708	85.81981	7.37000	93.00000
273	17-10-2025 19:21:10	17.56000	2.12000	3.15000	92.00000	92.00000	98.00000	17.68751	83.11606	7.61000	94.00000
274	17-10-2025 19:21:10	17.26000	2.55000	3.63000	84.00000	95.00000	97.00000	17.44735	81.59589	7.81333	92.00000
275	17-10-2025 19:21:10	17.91000	4.44000	3.37000	95.00000	88.00000	97.00000	18.45215	76.07672	8.57333	93.33333
276	17-10-2025 19:21:10	17.69000	4.96000	2.73000	91.00000	83.00000	97.00000	18.37220	74.33733	8.46000	90.33333
277	17-10-2025 19:21:10	17.56000	5.67000	2.84000	93.00000	90.00000	97.00000	18.45271	72.10510	8.69000	93.33333
278	17-10-2025 19:21:10	17.25000	6.27000	3.68000	81.00000	93.00000	95.00000	18.35417	70.02489	9.06667	89.66667
279	17-10-2025 19:21:10	19.01000	4.34000	4.66000	89.00000	87.00000	93.00000	19.49912	77.13973	9.33667	89.66667
280	17-10-2025 19:21:10	18.32000	2.63000	5.64000	89.00000	94.00000	97.00000	18.50782	81.83050	8.86333	93.33333
281	17-10-2025 19:21:10	18.33000	0.67000	5.56000	91.00000	94.00000	97.00000	18.34224	87.90665	8.18667	94.00000
282	17-10-2025 19:21:10	18.58000	-0.63000	5.22000	89.00000	89.00000	95.00000	18.59068	91.94201	7.72333	91.00000
283	17-10-2025 19:21:10	19.15000	-1.20000	4.26000	88.00000	92.00000	97.00000	19.18756	93.58565	7.40333	92.33333
284	17-10-2025 19:21:10	19.40000	-0.60000	3.15000	92.00000	95.00000	98.00000	19.40928	91.77147	7.31667	95.00000
285	17-10-2025 19:21:10	18.75000	-1.69000	2.50000	91.00000	95.00000	97.00000	18.82601	95.15034	6.52000	94.33333
286	17-10-2025 19:21:10	16.73000	-1.77000	2.04000	95.00000	89.00000	98.00000	16.82337	96.03931	5.66667	94.00000
287	17-10-2025 19:21:10	13.40000	0.54000	2.55000	96.00000	94.00000	97.00000	13.41088	87.69231	5.49667	95.66667
288	17-10-2025 19:21:10	13.66000	-0.02000	2.99000	91.00000	89.00000	94.00000	13.66001	90.08389	5.54333	91.33333
289	17-10-2025 19:21:10	15.16000	-0.37000	3.26000	91.00000	94.00000	86.00000	15.16451	91.39810	6.01667	90.33333
290	17-10-2025 19:21:10	14.68000	-1.50000	3.54000	90.00000	94.00000	96.00000	14.75644	95.83423	5.57333	93.33333
291	17-10-2025 19:21:10	13.78000	-1.58000	3.38000	94.00000	94.00000	98.00000	13.87028	96.54091	5.19333	95.33333
292	17-10-2025 19:21:10	12.92000	-0.97000	2.83000	95.00000	93.00000	97.00000	12.95636	94.29356	4.92667	95.00000
293	17-10-2025 19:21:10	13.15000	0.91000	2.83000	93.00000	89.00000	98.00000	13.18145	86.04136	5.63000	93.33333
294	17-10-2025 19:21:10	13.23000	1.39000	3.04000	90.00000	90.00000	95.00000	13.30282	84.00227	5.88667	91.66667
295	17-10-2025 19:21:10	15.50000	-0.34000	3.44000	89.00000	89.00000	95.00000	15.50373	91.25661	6.20000	91.00000
296	17-10-2025 19:21:10	16.67000	0.25000	3.77000	81.00000	90.00000	97.00000	16.67188	89.14080	6.89667	89.33333
297	17-10-2025 19:21:10	17.14000	-1.37000	3.40000	93.00000	92.00000	94.00000	17.19466	94.56994	6.39000	93.00000
298	17-10-2025 19:21:10	15.77000	-1.70000	3.02000	95.00000	93.00000	97.00000	15.86137	96.15270	5.69667	95.00000
299	17-10-2025 19:21:10	15.13000	-0.03000	2.78000	87.00000	92.00000	95.00000	15.13003	90.11361	5.96000	91.33333
300	17-10-2025 19:21:11	15.26000	0.60000	2.85000	91.00000	96.00000	99.00000	15.27179	87.74838	6.23667	95.33333
301	17-10-2025 19:21:11	15.12000	0.15000	2.68000	96.00000	94.00000	98.00000	15.12074	89.43161	5.98333	96.00000
302	17-10-2025 19:21:11	15.97000	-0.08000	3.24000	88.00000	92.00000	98.00000	15.97020	90.28701	6.37667	92.66667
303	17-10-2025 19:21:11	16.75000	0.95000	2.59000	93.00000	98.00000	96.00000	16.77692	86.75387	6.76333	95.66667
304	17-10-2025 19:21:11	16.13000	2.63000	1.78000	88.00000	95.00000	97.00000	16.34300	80.73940	6.84667	93.33333
305	17-10-2025 19:21:11	16.31000	3.24000	1.22000	97.00000	93.00000	97.00000	16.62870	78.76440	6.92333	95.66667
306	17-10-2025 19:21:11	17.19000	1.97000	1.32000	93.00000	89.00000	98.00000	17.30251	83.46234	6.82667	93.33333
307	17-10-2025 19:21:11	15.54000	2.91000	1.93000	90.00000	92.00000	98.00000	15.81011	79.39370	6.79333	93.33333
